DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,ImageList text,IconFileName text,ModelFileName text,Description text,Notes text,InitialYear numeric,FinalYear numeric,Country text,Designation text,MaxSpeed_kts numeric,Accel_ktsps numeric,TurnRate_degps numeric,FuelCapacity_kg numeric,FuelRate_kgps numeric,Toughness numeric,DamageEffect text,RCS_dBsm numeric,RCS_Model text,OpticalCrossSection_dBsm text,IRSignature_dB numeric,IR_ModelA text,IR_ModelB text,IR_ModelC text,EffectiveHeight_m numeric,TS numeric,TS_Model text,AcousticModel text,SL_Model nextumteric,MaxTakeoffWeight_kg numeric,MaxAltitude_m numeric,ClimbRate_mps numeric,Gmax numeric,MinimumRunway_m numeric,IsCarrierCompatible numeric,OutFuelPods numeric,FuelOut_kgps numeric,FuelIn_kgps numeric,MaintenanceMin_s numeric,MaintenanceMax_s numeric,MilitaryThrust_N numeric,MilitaryThrustSpeedSlope real,ABThrust_N numeric,ABThrustSpeedSlope real,ABFuelRate_kgps numeric,Cdpsub numeric,Cdptran numeric,Cdpsup numeric,Mcm numeric,Msupm numeric,CruiseSpeed_mps numeric,StallSpeed_mps numeric,T2 numeric,T4 numeric,T6 numeric,T8 numeric,T10 numeric,T12 numeric,T16 numeric,T20 numeric,T25 numeric,T30 numeric,FE2 numeric,FE4 numeric,FE6 numeric,FE8 numeric,FE10 numeric,FE12 numeric,FE16 numeric,FE20 numeric,FE25 numeric,FE30 numeric
"Harrier GR.Mk.1","","12","33","15000000","5600","0","harrier-gr3.jpg","air/AdvicoHarrierGR1.jpg","harrier-gr3.xml","Ground attack fighter with Vertical/Short Takeoff and Landing (V/STOL)","","1900","2999","UK","Strike Fighter","538.4","21.82","31.9","1914.5","1.3","1","AirDmg1","11.3","AirRCS1","4.19","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","11400","15500","377.52","8","0","1","0","0","20","3600","10800","84366","0","92800","0","2.6","0.75","1.5","2.5","0.8","1","140","60","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"Harrier GR.Mk.1A","","12","33","15000000","5600","0","harrier-gr3.jpg","air/AdvicoHarrierGR1A.jpg","harrier-gr3.xml","Upgraded Harrier GR.Mk.1 featuring primarily a new Pegasus Mk 102 engine.","","1900","2999","UK","Strike Fighter","559.97","23.6","30.67","1914.5","1.3","1","AirDmg1","11.3","AirRCS1","4.19","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","11400","15500","422.32","8","0","1","0","0","20","3600","10800","91233","0","100360","0","2.6","0.75","1.5","2.5","0.8","1","140","60","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"Harrier GR.Mk.3","","12","33","15000000","5700","0","harrier-gr3.jpg","air/AdvicoHarrierGR3.jpg","harrier-gr3.xml","Featuring new sensors(such as a laser tracker, and radar warning receiver), and a new Pegasus Mk 103 engine","","1900","2999","UK","Strike Fighter","574.83","24.54","29.88","1914.5","1.3","1","AirDmg1","11.3","AirRCS1","4.19","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","11800","15500","445.1","8","0","1","0","0","20","3600","10800","96138","0","105750","0","2.6","0.75","1.5","2.5","0.8","1","140","60","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"Harrier GR.Mk.3 (82)","","12","33","15000000","5700","0","harrier-gr3.jpg","air/AdvicoHarrierGR3.jpg","harrier-gr3.xml","Now includes integrated countermeasures launchers.","","1900","2999","UK","Strike Fighter","574.83","24.54","29.88","1914.5","1.3","1","AirDmg1","11.3","AirRCS1","4.19","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","11800","15500","445.1","8","0","1","0","0","20","3600","10800","96138","0","105750","0","2.6","0.75","1.5","2.5","0.8","1","140","60","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"Harrier GR.Mk.3A","","12","33","15000000","5700","0","harrier-gr3.jpg","air/AdvicoHarrierGR3A.jpg","harrier-gr3.xml","Essentially a GR.3 in all respects, performance included, the new engine featured improvements in other aspects.","","1900","2999","UK","Strike Fighter","574.83","24.54","29.88","1914.5","1.3","1","AirDmg1","11.3","AirRCS1","4.19","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","11800","15500","445.1","8","0","1","0","0","20","3600","10800","96138","0","105750","0","2.6","0.75","1.5","2.5","0.8","1","140","60","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"Harrier GR.Mk.5","","12","33","15000000","6485","0","harrier-gr7.jpg","air/AdvicoHarrierGR5.jpg","harrier-gr3.xml","This version is essentially an anglicised AV-8B Harrier II.  The Avionics and weapons fit.","","1900","2999","UK","Strike Fighter","529.19","18.97","33.61","3467.5","1.6","1","AirDmg1","11.3","AirRCS1","4.19","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","14060","15500","315.45","8","0","1","0","0","20","3600","10800","97119","0","106830","0","3.2","0.75","1.5","2.5","0.8","1","140","60","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"Harrier GR.Mk.5A","","12","33","15000000","6485","0","harrier-gr7.jpg","air/AdvicoHarrierGR5A.jpg","harrier-gr3.xml","An interim upgrade of the GR.Mk.5 in advance of the GR.Mk.7 and incorporates some of the upcoming features.  ","","1900","2999","UK","Strike Fighter","529.19","18.97","33.61","3467.5","1.6","1","AirDmg1","11.3","AirRCS1","4.19","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","14060","15000","315.45","8","0","1","0","0","20","3600","10800","97119","0","106830","0","3.2","0.75","1.5","2.5","0.8","1","140","60","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"Harrier GR.Mk.7","","12","33","15000000","9500","0","harrier-gr7.jpg","air/AdvicoHarrierGR7.jpg","harrier-gr3.xml","","","1900","2999","UK","Strike Fighter","529.19","20.15","33.61","3467.5","1.6","1","AirDmg1","11.3","AirRCS1","4.19","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","14000","15000","341.26","8","0","1","0","0","20","3600","10800","97119","0","106830","0","3.2","0.75","1.5","2.5","0.8","1","140","60","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"Harrier GR.Mk.7 (01)","","12","33","15000000","9500","0","harrier-gr7.jpg","air/AdvicoHarrierGR7.jpg","harrier-gr3.xml","Add's AGM-65D capability to the british harriers.","","1900","2999","UK","Strike Fighter","529.19","20.15","33.61","3467.5","1.6","1","AirDmg1","11.3","AirRCS1","4.19","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","14000","15000","341.26","8","0","1","0","0","20","3600","10800","97119","0","106830","0","3.2","0.75","1.5","2.5","0.8","1","140","60","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"Harrier GR.Mk.7A","","12","33","15000000","5900","0","harrier-gr7.jpg","air/AdvicoHarrierGR7A.jpg","harrier-gr3.xml","His is the first stage of an upgrade to GR.Mk.9 standard.  It features the Pegasus 107 engine.","","1900","2999","UK","Strike Fighter","529.19","20.15","33.61","3467.5","1.6","1","AirDmg1","11.3","AirRCS1","4.19","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","14000","15000","341.26","8","0","1","0","0","20","3600","10800","97119","0","106830","0","3.2","0.75","1.5","2.5","0.8","1","140","60","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"Harrier GR.Mk.9","","12","33","15000000","5900","0","harrier-gr7.jpg","air/AdvicoHarrierGR9.jpg","harrier-gr3.xml","this is a significant upgrade of the GR.Mk.7 representing a step up in capability more signifcan then even that from the Mk.3 to the Mk.5.  Carriage of Paveway series, Brimstone, and Maverick missiles introduced.","","1900","2999","UK","Strike Fighter","538.76","22.39","31.88","3467.5","1.6","1","AirDmg1","11.3","AirRCS1","4.19","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","14000","15000","390.91","8","0","1","0","0","20","3600","10800","107910","0","118700","0","3.2","0.75","1.5","2.5","0.8","1","140","60","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"Harrier GR.Mk.9A","","12","33","15000000","5900","0","harrier-gr7.jpg","air/AdvicoHarrierGR9A.jpg","harrier-gr3.xml","These aircraft are GR.Mk.7A's brought up to the GR.9 standard.","","1900","2999","UK","Strike Fighter","538.76","22.39","31.88","3467.5","1.6","1","AirDmg1","11.3","AirRCS1","5.28","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","14000","15000","390.91","8","0","1","0","0","20","3600","10800","107910","0","118700","0","3.2","0.75","1.5","2.5","0.8","1","140","60","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"J-10","","12","33","","9750","","","air/AdvicoJ10.jpg","f-16.xml","","unknown fuel capacity, assuming a fuel fraction of 0.3","2005","2999","China","Fighter Multi","1300","20","20","2925","1.5073","1","AirDmg1","0","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","18500","18000","315","9","350","0","0","0","15","5400","5400","79400","0.00095","122600","0.0024","6.6696","1.265","1.725","1.15","0.8","1.2","100","50","1","0.9","0.78","0.65","0.53","0.39","0.19","0.03","0","0","1","1","1","1.05","1.1","1.35","2.1","2.5","10","10"
"J-11","Flanker B+","12","33","25000005","18000","0","su27-34p04.jpg;su27-2.jpg;su27-34p03.jpg;su27-06.jpg","air/AdvicoJ11.jpg","su-27.xml","Chinese copy of the Su-27SK","","1998","2999","China","F","1350","20","22.5","6350","2.8","1","AirDmg1","11.01","AirRCS1","9.09","0","IR_FW_L_F_HP_2_M0.85","IR_FW_L_F_HP_2_AB_M0.85","IR_FW_L_F_HP_2_Super_M2.3","0","-999","Default","Default","Default","31000","19800","325","9","2500","0","0","0","0","3600","10800","90000","0","245600","0.0015","10","1.1","2","1.7","0.9","1.1","100","50","1","0.9","0.8","0.75","0.7","0.6","0.3","0.1","0.05","0","1","0.95","0.9","0.85","0.85","1","1.4","2","2","2"
"J-7","Fishbed-C","12","33","1800000","4980","0","mig21.jpg","air/AdvicoJ7.jpg","mig21.xml","J-7(MiG-21 Fishbed)","cross sections not configured yet.  Service ceilings may be slightly off.","1960","2999","China","Bomber","1160","20","16","1878.6","1","1","AirDmg1","10.62","AirRCS1","6.26","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M2.3","0","-999","Default","Default","Default","8625","19000","240","7","2500","1","0","0","0","3600","10800","38100","-0.0008","56300","0.0008","2.35","0.4","0.8","0.6","0.8","1.2","130","50","1","1","1","1","1","0.8","0.4","0.1","0.05","0","0.95","0.925","0.9","0.875","0.83","0.96","1.8","2.2","2","2"
"KA-3B","","12","33","","18000","0","","air/AdvicoKA3B.jpg","harrier-gr3.xml","","","1962","2999","USA","Tanker","600","22.39","8","16735","2.2035","1","AirDmg1","15","AirRCS1","7.8","0","IR_FW_M_H_LP_2_M0.85","IR_FW_M_H_LP_2_M0.85","IR_FW_M_H_LP_2_Super_M1.2","0","-999","Default","Default","Default","35130","12527","30.99","4","2000","1","2","30","30","3600","10800","93414","0.0042","93414","0.0042","2.2035","2.3","3.45","2.76","0.8","1.2","117.5505","50.2612","0.935","0.78","0.64","0.525","0.425","0.315","0.1","0","0","0","0.98","0.95","0.92","0.9","0.96","1.15","1.5","5","20","40"
"KA-6D","","12","33","","10619.683","0","","air/AdvicoKA6D.jpg","intruder.xml","","","1970.2877","1995","USA","Tanker","600","22.39","14","7266.672","2.55","1","AirDmg1","9.43","AirRCS1","4.7","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","24167","14097","55.656","6.5","532","1","1","20","20","3600","10800","75621.04","0.0021","75621.04","0.0021","2.55","1.265","1.8975","1.518","0.85","1.2","110.605546","42.1329636","0.9","0.715","0.575","0.43","0.325","0.255","0.137","0.15","0","0","0.96","0.94","0.92","0.9","0.85","1","1.6","10","10","10"
"Kfir C.10","","12","33","","7825","","kfirce.jpg","air/AdvicoKFIRC10.jpg","kfir.xml","Israel Aircraft Industries Kfir C.10 FAC","Marcos. http://www.timawa.net/forum/index.php?topic=2507.15","2010","2999","Israel","Fighter","1317","15","13","2572","1.5","1","AirDmg1","4.77","AirRCS1","3.8","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M2","0","-999","Default","Default","Default","16500","17680","233","7.5","2500","0","0","0","9","7200","7200","52900","0","83400","0.007","6.5","0.8","2.2","2","1.05","1.2","100","60","1","0.95","0.85","0.8","0.75","0.65","0.3","0.1","0","0","1","0.99","0.92","0.85","0.82","0.95","1.5","2","1.8","2"
"Kfir C.12","","12","33","","7700","","kfirce.jpg","air/AdvicoKFIRC12.jpg","kfir.xml","Kfir C.12 FAC","Marcos. http://www.timawa.net/forum/index.php?topic=2507.15","2009","2999","Israel","Fighter","1317","15","13","2572","1.5","1","AirDmg1","4.77","AirRCS1","3.8","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M2","0","-999","Default","Default","Default","16500","17680","233","7.5","2500","0","0","0","9","7200","7200","52900","0","83400","0.007","6.5","0.8","2.2","2","1.05","1.2","100","60","1","0.95","0.85","0.8","0.75","0.65","0.3","0.1","0","0","1","0.99","0.92","0.85","0.82","0.95","1.5","2","1.8","2"
"Lightning F.Mk.1","","12","33","15000000","11692","0","lightning_f3.jpg","air/AdvicoLightningMK1.jpg","lightning.xml","English Electric Lightning F.Mk.1","","1959","2999","UK","Fighter","975","17.12","15.53","2544","3.3","1","AirDmg1","11.3","AirRCS1","6.15","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M2","0","-999","Default","Default","Default","18182","26600","389.9","5","2500","0","0","0","20","3600","10800","100317.06","0","128687.58","0.0028","10.34","0.75","2.3","2","0.9","1.2","87.3","60","1","0.93","0.85","0.8","0.7","0.51","0.24","0.13","0.05","0.02","0.97","0.99","1.02","1.03","1.01","1.06","1.5","2.27","5.14","8"
"Lightning F.Mk.1A","","12","33","15000000","11692","0","lightning_f3.jpg","air/AdvicoLightningMK1A.jpg","lightning.xml","English Electric Lightning F.Mk.1A","","1960","2999","UK","Fighter","975","17.12","15.53","2544","3.3","1","AirDmg1","11.3","AirRCS1","6.15","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M2","0","-999","Default","Default","Default","18182","26600","389.9","5","2500","0","0","0","20","3600","10800","100317.06","0","128687.58","0.0028","10.34","0.75","2.3","2","0.9","1.2","87.3","60","1","0.93","0.85","0.8","0.7","0.51","0.24","0.13","0.05","0.02","0.97","0.99","1.02","1.03","1.01","1.06","1.5","2.27","5.14","8"
"Lightning F.Mk.2","","12","33","15000000","12258","0","lightning_f3.jpg","air/AdvicoLightningMK2.jpg","lightning.xml","English Electric Lightning F.Mk.2","","1961","2999","UK","Fighter","975","16.48","15.53","2544","3.3","1","AirDmg1","11.3","AirRCS1","6.15","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M2","0","-999","Default","Default","Default","18182","26600","369.38","5","2500","0","0","0","20","3600","10800","100317.06","0","128687.58","0.0028","10.34","0.75","2.3","2","0.9","1.2","87.3","60","1","0.93","0.85","0.8","0.7","0.51","0.24","0.13","0.05","0.02","0.97","0.99","1.02","1.03","1.01","1.06","1.5","2.27","5.14","8"
"Lightning F.Mk.2A","","12","33","15000000","12258","0","lightning_f3.jpg","air/AdvicoLightningMK2A.jpg","lightning.xml","English Electric Lightning F.Mk.2A","","1961","2999","UK","Fighter","1200","16.48","15.53","2544","3.3","1","AirDmg1","11.3","AirRCS1","6.15","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M2","0","-999","Default","Default","Default","18182","26600","369.38","5","2500","0","0","0","20","3600","10800","100317.06","0","128687.58","0.004","10.34","0.75","2.3","2","0.8","1.2","87.3","60","1","0.93","0.85","0.8","0.7","0.51","0.24","0.13","0.05","0.02","0.97","0.99","1.02","1.03","1.01","1.06","1.5","2.27","5.14","8"
"Lightning F.Mk.3","","12","33","15000000","12215","0","lightning_f3.jpg","air/AdvicoLightningMK3.jpg","lightning.xml","English Electric Lightning F.Mk.3","","1962","2999","UK","Fighter","1200","18.69","14.62","2544","3.7","1","AirDmg1","11.3","AirRCS1","6.15","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M2","0","-999","Default","Default","Default","18932","26600","477.34","5","2500","0","0","0","20","3600","10800","113187.78","0","145894.32","0.0028","11.73","0.75","2.3","2","0.8","1.2","87.3","60","1","0.93","0.85","0.8","0.7","0.51","0.24","0.13","0.05","0.02","0.97","0.99","1.02","1.03","1.01","1.06","1.5","2.27","5.14","8"
"Lightning F.Mk.3A","","12","33","15000000","12215","0","lightning_f3.jpg","air/AdvicoLightningMK3A.jpg","lightning.xml","English Electric Lightning F.Mk.3A","","1964","2999","UK","Fighter","1200","18.69","14.62","2600","3.7","1","AirDmg1","11.3","AirRCS1","6.15","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M2","0","-999","Default","Default","Default","18932","26600","477.34","5","2500","0","0","0","20","3600","10800","113187.78","0","145894.32","0.0028","11.73","0.75","2.3","2","0.8","1.2","87.3","60","1","0.93","0.85","0.8","0.7","0.51","0.24","0.13","0.05","0.02","0.97","0.99","1.02","1.03","1.01","1.06","1.5","2.27","5.14","8"
"Lightning F.Mk.6","","12","33","15000000","12718.9","0","lightning_f3.jpg","air/AdvicoLightningMK6.jpg","lightning.xml","copied from F-4E Phantom II","","1967","2999","UK","Fighter","1200","14.98","14.62","2600","3.7","1","AirDmg1","11.3","AirRCS1","6.15","0","IR_FW_S_F_HP_2_M0.85","IR_FW_S_F_HP_2_AB_M0.85","IR_FW_S_F_HP_2_Super_M2","0","-999","Default","Default","Default","18932","26600","327.95","5","2500","0","0","0","20","3600","10800","113128.92","0","145894.32","0.0028","11.73","0.75","2.3","2","0.8","1.2","87.3","60","1","0.93","0.85","0.8","0.7","0.51","0.24","0.13","0.05","0.02","0.97","0.99","1.02","1.03","1.01","1.06","1.5","2.27","5.14","8"
"MiG-21 Bison","","12","33","1800000","5895","0","mig21.jpg","air/AdvicoMiG21Bison.jpg","mig21.xml","MiG-21 Fishbed","cross sections not configured yet.  Service ceilings may be slightly off.","2000","2999","India","Fighter Multi","1350","20","19","2312.1","1.35","1","AirDmg1","10.62","AirRCS1","6.26","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M2.3","0","-999","Default","Default","Default","10100","17800","240","9","2500","1","0","0","0","3600","10800","40200","-0.0008","69600","0.00079","3.2","0.4","0.8","0.6","0.8","1.2","100","50","1","1","1","1","0.925","0.8","0.4","0.1","0.05","0","0.95","0.925","0.9","0.875","0.83","0.96","1.8","2.2","2","2"
"MiG-21 LanceR","Fishbed-F","12","33","1800000","5380","0","mig21.jpg","air/AdvicoMiG21LanceR.jpg","mig21.xml","MiG-21 Fishbed","cross sections not configured yet.  Service ceilings may be slightly off.","1996","2999","Romania","Strike Fighter","1230","20","16","2207.75","1.375","1","AirDmg1","10.62","AirRCS1","6.26","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M2.3","0","-999","Default","Default","Default","9080","19900","240","7","2500","1","0","0","0","3600","10800","38700","-0.0008","60000","0.0008","3.23","0.4","0.8","0.6","0.8","1.2","100","50","1","1","1","1","0.925","0.8","0.4","0.1","0.05","0","0.95","0.925","0.9","0.875","0.83","0.96","1.8","2.2","2","2"
"MiG-21 PFM","Fishbed-E","12","33","1800000","4980","0","mig21.jpg","air/AdvicoMiG21 PFM.jpg","mig21.xml","MiG-21 Fishbed, Export Model","cross sections not configured yet.  Service ceilings may be slightly off.","1966","2999","Germany, East","Bomber","1230","20","16","1878.6","1","1","AirDmg1","10.62","AirRCS1","6.26","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M2.3","0","-999","Default","Default","Default","8625","19000","240","7","2500","1","0","0","0","3600","10800","38700","-0.0008","60000","0.0008","2.35","0.4","0.8","0.6","0.8","1.2","100","50","1","1","1","1","0.925","0.8","0.4","0.1","0.05","0","0.95","0.925","0.9","0.875","0.83","0.96","1.8","2.2","2","2"
"MiG-21-93","","12","33","1800000","5895","0","mig21.jpg","air/AdvicoMiG2193.jpg","mig21.xml","MiG-21 Fishbed","cross sections not configured yet.  Service ceilings may be slightly off.","1995","2999","Russia","Fighter Multi","1350","20","19","2312.1","1.35","1","AirDmg1","10.62","AirRCS1","6.26","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M2.3","0","-999","Default","Default","Default","10100","17800","240","9","2500","1","0","0","0","3600","10800","40200","-0.0008","69600","0.00079","3.2","0.4","0.8","0.6","0.8","1.2","100","50","1","1","1","1","0.925","0.8","0.4","0.1","0.05","0","0.95","0.925","0.9","0.875","0.83","0.96","1.8","2.2","2","2"
"MiG-21bis","Fishbed-L","12","33","1800000","5895","0","mig21.jpg","air/AdvicoMiG21bis.jpg","mig21.xml","MiG-21 Fishbed","cross sections not configured yet.  Service ceilings may be slightly off.","1972","2999","Russia","Bomber","1350","20","19","2312.1","1.35","1","AirDmg1","10.62","AirRCS1","6.26","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M2.3","0","-999","Default","Default","Default","10100","17800","240","9","2500","1","0","0","0","3600","10800","40200","-0.0008","69600","0.00079","3.2","0.4","0.8","0.6","0.8","1.2","100","50","1","1","1","1","0.925","0.8","0.4","0.1","0.05","0","0.95","0.925","0.9","0.875","0.83","0.96","1.8","2.2","2","2"
"MiG-21bis(India)","Fishbed-N","12","33","1800000","5895","0","mig21.jpg","air/AdvicoMiG21bis.jpg","mig21.xml","MiG-21 Fishbed","cross sections not configured yet.  Service ceilings may be slightly off.","1980","2999","India","Bomber","1350","20","19","2312.1","1.35","1","AirDmg1","10.62","AirRCS1","6.26","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M2.3","0","-999","Default","Default","Default","10100","17800","240","9","2500","1","0","0","0","3600","10800","40200","-0.0008","69600","0.00079","3.2","0.4","0.8","0.6","0.8","1.2","100","50","1","1","1","1","0.925","0.8","0.4","0.1","0.05","0","0.95","0.925","0.9","0.875","0.83","0.96","1.8","2.2","2","2"
