DatabaseClass text,SetupName text,InitialYear numeric,FinalYear numeric,AirComplement text,MagazineLoadout text,LauncherLoadout text
"Forbin","Forbin DDGHM 2012","2012","2999","Forbin DDGHM-A","Forbin DDGHM 2012-M","Forbin DDGHM-L"
"Fort Victoria AOR","Fort Victoria AOR-1","1993.538","2999.0","Fort Victoria AOR-1-A","Fort Victoria AOR-1-M","Fort Victoria AOR-1-L"
"Fridtjof Nansen FFGHM","Fridtjof Nansen 2006","2006.259","2007","Fridtjof Nansen 2006-A","Fridtjof Nansen 2006-M","Fridtjof Nansen 2006-L"
"Fridtjof Nansen FFGHM","Fridtjof Nansen 2007","2007","2012","Fridtjof Nansen 2007-A","Fridtjof Nansen 2007-M","Fridtjof Nansen 2007-L"
"Fridtjof Nansen FFGHM","Fridtjof Nansen 2012","2012","2999","Fridtjof Nansen 2012-A","Fridtjof Nansen 2012-M","Fridtjof Nansen 2012-L"
"Generic Mobile Artillery 155mm","Generic Mobile Artillery 155mm-1","1900","2999","Generic Mobile Artillery 155mm-1-A","Generic Mobile Artillery 155mm-1-M","Generic Mobile Artillery 155mm-1-L"
"Generic submarine","Generic 1900","1900","2999","","Generic 1900-M","Generic 1900-L"
"Georges Leygues DDGHM(D640)(02)","Georges Leygues 2002","2002.796","2005","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 2002-M","Georges Leygues (86) 1997-L"
"Georges Leygues DDGHM(D640)(02)","Georges Leygues 2005","2005","2006","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 2005-M","Georges Leygues (86) 1997-L"
"Georges Leygues DDGHM(D640)(02)","Georges Leygues 2006","2006","2007","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 2006-M","Georges Leygues (86) 1997-L"
"Georges Leygues DDGHM(D640)(02)","Georges Leygues 2007","2007","2008","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 2007-M","Georges Leygues (86) 2007-L"
"Georges Leygues DDGHM(D640)(02)","Georges Leygues 2008","2008","2012","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 2008-M","Georges Leygues (86) 2007-L"
"Georges Leygues DDGHM(D640)(02)","Georges Leygues 2012","2012","2999","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 2012-M","Georges Leygues (86) 2007-L"
"Georges Leygues DDGHM(D640)(79)","Georges Leygues 1979","1979.941","1980","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D640)(79) 1979-M","Georges Leygues (79) 1979-L"
"Georges Leygues DDGHM(D640)(79)","Georges Leygues 1980","1980","1982","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D640)(79) 1979-M","Georges Leygues (79) 1980-L"
"Georges Leygues DDGHM(D640)(79)","Georges Leygues 1982","1982","1987","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D640)(79) 1982-M","Georges Leygues (79) 1980-L"
"Georges Leygues DDGHM(D640)(79)","Georges Leygues 1987","1987","1988","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D640)(79) 1987-M","Georges Leygues (79) 1980-L"
"Georges Leygues DDGHM(D640)(79)","Georges Leygues 1988","1988","1992","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D640)(79) 1987-M","Georges Leygues (79) 1988-L"
"Georges Leygues DDGHM(D640)(79)","Georges Leygues 1992","1992","1997","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D640)(79) 1992-M","Georges Leygues (79) 1988-L"
"Georges Leygues DDGHM(D640)(79)","Georges Leygues 1997","1997","1993","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D640)(79) 1997-M","Georges Leygues (79) 1997-L"
"Georges Leygues DDGHM(D640)(96)","Georges Leygues 1996","1996","1997","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 1992-M","Georges Leygues (86) 1986-L"
"Georges Leygues DDGHM(D640)(96)","Georges Leygues 1997","1997","2002","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 1997-M","Georges Leygues (86) 1997-L"
"Georges Leygues DDGHM(D640)(96)","Georges Leygues 2002","2002","2003.892","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 2002-M","Georges Leygues (86) 1997-L"
"Georges Leygues DDGHM(D644)(02)","Georges Leygues 2002","2002.523","2005","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 2002-M","Georges Leygues (86) 1997-L"
"Georges Leygues DDGHM(D644)(02)","Georges Leygues 2005","2005","2006","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 2005-M","Georges Leygues (86) 1997-L"
"Georges Leygues DDGHM(D644)(02)","Georges Leygues 2006","2006","2007","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 2006-M","Georges Leygues (86) 1997-L"
"Georges Leygues DDGHM(D644)(02)","Georges Leygues 2007","2007","2008","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 2007-M","Georges Leygues (86) 2007-L"
"Georges Leygues DDGHM(D644)(02)","Georges Leygues 2008","2008","2012","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 2008-M","Georges Leygues (86) 2007-L"
"Georges Leygues DDGHM(D644)(02)","Georges Leygues 2012","2012","2999","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 2012-M","Georges Leygues (86) 2007-L"
"Georges Leygues DDGHM(D644)(86)","Georges Leygues 1986","1986.845","1987","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 1986-M","Georges Leygues (86) 1986-L"
"Georges Leygues DDGHM(D644)(86)","Georges Leygues 1987","1987","1988","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 1987-M","Georges Leygues (86) 1986-L"
"Georges Leygues DDGHM(D644)(86)","Georges Leygues 1988","1988","1992","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 1987-M","Georges Leygues (86) 1988-L"
"Georges Leygues DDGHM(D644)(86)","Georges Leygues 1992","1992","1997","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 1992-M","Georges Leygues (86) 1988-L"
"Georges Leygues DDGHM(D644)(86)","Georges Leygues 1997","1997","2002","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 1997-M","Georges Leygues (86) 1997-L"
"Georges Leygues DDGHM(D644)(86)","Georges Leygues 2002","2002","2003.619","Georges Leygues DDGHM-A","Georges Leygues DDGHM (D644)(86) 2002-M","Georges Leygues (86) 1997-L"
"Gepard Type 143 (1992)","Gepard 1992","1993","1993","Gepard 1992-A","Gepard 1992-M","Gepard 1992-L"
"Gepard Type 143 (1992)","Gepard 1993","1993","2007","Gepard 1993-A","Gepard 1993-M","Gepard 1993-L"
"Gepard Type 143 (1992)","Gepard 2007","2007","2999","Gepard 1993-A","Gepard 1993-M","Gepard 2007-L"
"Gepard Type 143","Gepard 1983","1983","1998.3","Gepard type 143A 1983-A","Gepard type 143A 1983-M","Gepard type 143A 1983-L"
"CV-551 Giuseppe Garibaldi","Airwing 1985","1985.747","1987","Giuseppe Garibaldi 1985-A","Giuseppe Garibaldi 1985-M","Giuseppe Garibaldi 1985-L"
"CV-551 Giuseppe Garibaldi","Airwing 1987","1987","1989","Giuseppe Garibaldi 1985-A","Giuseppe Garibaldi 1987-M","Giuseppe Garibaldi 1985-L"
"CV-551 Giuseppe Garibaldi","Airwing 1989","1989","1994","Giuseppe Garibaldi 1985-A","Giuseppe Garibaldi 1989-M","Giuseppe Garibaldi 1985-L"
"CV-551 Giuseppe Garibaldi","Airwing 1993","1993","2001","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 1993-M","Giuseppe Garibaldi 1985-L"
"CV-551 Giuseppe Garibaldi","Airwing 1994","1994","1995","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 1992-M","Giuseppe Garibaldi 1985-L"
"CV-551 Giuseppe Garibaldi","Airwing 1995","1995","1996","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 1995-M","Giuseppe Garibaldi 1985-L"
"CV-551 Giuseppe Garibaldi","Airwing 1996","1996","1998","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 1996-M","Giuseppe Garibaldi 1985-L"
"CV-551 Giuseppe Garibaldi","Airwing 1998","1998","1999","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 1998-M","Giuseppe Garibaldi 1985-L"
"CV-551 Giuseppe Garibaldi","Airwing 1999","1999","1993","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 1999-M","Giuseppe Garibaldi 1985-L"
"CV-551 Giuseppe Garibaldi","Airwing 2001","2001","2002","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 2001-M","Giuseppe Garibaldi 1985-L"
"CV-551 Giuseppe Garibaldi","Airwing 2002","2002","2003","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 2002-M","Giuseppe Garibaldi 1985-L"
"CV-551 Giuseppe Garibaldi(2003)","Airwing 2003","2003","2004","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 2003-M","Giuseppe Garibaldi 2003-L"
"CV-551 Giuseppe Garibaldi(2003)","Airwing 2004","2004","2005","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 2004-M","Giuseppe Garibaldi 2003-L"
"CV-551 Giuseppe Garibaldi(2003)","Airwing 2005","2005","2006","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 2005-M","Giuseppe Garibaldi 2003-L"
"CV-551 Giuseppe Garibaldi(2003)","Airwing 2006","2006","2007","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 2006-M","Giuseppe Garibaldi 2003-L"
"CV-551 Giuseppe Garibaldi(2003)","Airwing 2007","2007","2008","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 2007-M","Giuseppe Garibaldi 2003-L"
"CV-551 Giuseppe Garibaldi(2003)","Airwing 2008","2008","2009","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 2008-M","Giuseppe Garibaldi 2003-L"
"CV-551 Giuseppe Garibaldi(2003)","Airwing 2009","2009","2010","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 2009-M","Giuseppe Garibaldi 2003-L"
"CV-551 Giuseppe Garibaldi(2003)","Airwing 2010","2010","2011","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 2010-M","Giuseppe Garibaldi 2003-L"
"CV-551 Giuseppe Garibaldi(2003)","Airwing 2011","2011","2012","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 2011-M","Giuseppe Garibaldi 2003-L"
"CV-551 Giuseppe Garibaldi(2003)","Airwing 2012","2012","2999","Giuseppe Garibaldi 1994-A","Giuseppe Garibaldi 2012-M","Giuseppe Garibaldi 2003-L"
"Gotland","Gotland-1","1996.7","2999","Gotland-1-A","Gotland-1-M","Gotland-1-L"
"Guardian YP"," Guardian YP","1900","2999","","Guardian 1900-M","Guardian 1900-L"
"H-6K","GM1  2007","2007","2999","","","H-6K KD-63 2007-L"
"H-6K","GM2  2010","2010","2999","","","H-6K YJ-85 2010-L"
"H-6K","SM1  2007","2007","2999","","","H-6K YJ-62 2007-L"
"H-6K","SM2  2007","2007","2999","","","H-6K YJ-82 2007-L"
"H-6K","SM3  2007","2007","2999","","","H-6K YJ-83 2007-L"
"Hai Lung SS","Hai Lung 1987","1987.77","2999","","Hai Lung 1987-M","Hai Lung 1987-L"
"Hai Shih SS","Hai Shih SS-1","1900","2999","Hai Shih SS-1-A","Hai Shih SS-1-M","Hai Shih SS-1-L"
"Halifax FFH","Halifax FFH-1","1900","2999","Halifax FFH-1-A","Halifax FFH-1-M","Halifax FFH-1-L"
"Hamburg DD","Hamburg 1960","1960.234","1977.1","Hamburg 1960-A","Hamburg 1960-M","Hamburg 1960-L"
"Hamburg DDG 1975","Hamburg 1975","1975.834","1980","Hamburg 1975-A","Hamburg 1975-M","Hamburg 1975-L"
"Hamburg DDG 1975","Hamburg 1980","1980","1994.955","Hamburg 1980-A","Hamburg 1980-M","Hamburg 1980-L"
"Hamilton WHEC","Hamilton 1967","1967.13","2999","Hamilton 1967-A","Hamilton 1967-M","Hamilton 1967-L"
"Harbour Security Craft YP","Harbour Security YP 1900","1900","2999","","Harbour Security YP 1900-M","Harbour Security YP 1900-L"
"Harpers Ferry LSD-CV","Harpers Ferry 1995","1995.02","2999","","Harpers LSD 1995-M","Harpers LSD 1995-L"
"Harukaze DD","Harukaze 1956","1956.318","1959","","Harukaze 1956-M","Harukaze 1956-L"
"Harukaze(1959)","Harukaze 1959","1959","1974","","Harukaze 1959-M","Harukaze 1959-L"
"Harukaze(1974)","Harukaze 1974","1974","1981.324","","Harukaze 1974-M","Harukaze 1974-L"
"Haruna DDH","Haruna 1973","1973.144","1977","Haruna-A","Haruna 1973-M","Haruna 1973-L"
"Haruna DDH","Haruna 1977","1977","1981","Haruna-A","Haruna 1977-M","Haruna 1973-L"
"Haruna DDH","Haruna 1981","1981","1982","Haruna-A","Haruna 1981-M","Haruna 1981-L"
"Haruna DDH","Haruna 1982","1982","1986","Haruna-A","Haruna 1982-M","Haruna 1981-L"
"Haruna DDH(1986)","Haruna 1986","1986","1987","Haruna-A","Haruna 1986-M","Haruna 1986-L"
"Haruna DDH(1986)","Haruna 1987","1987","1988","Haruna-A","Haruna 1987-M","Haruna 1986-L"
"Haruna DDH(1986)","Haruna 1988","1988","1992","Haruna-A","Haruna 1988-M","Haruna 1988-L"
"Haruna DDH(1986)","Haruna 1992","1992","1997","Haruna-A","Haruna 1992-M","Haruna 1992-L"
"Haruna DDH(1986)","Haruna 1997","1997","2002","Haruna-A","Haruna 1997-M","Haruna 1992-L"
"Haruna DDH(1986)","Haruna 2002","2002","2007","Haruna-A","Haruna 2002-M","Haruna 1992-L"
"Haruna DDH(1986)","Haruna 2007","2007","2011.204","Haruna-A","Haruna 2007-M","Haruna 1992-L"
"Harushio","Harushio 1990","1990.9124","1992.0","","Harushio 1990-M","Harushio 1990-L"
"Harushio","Harushio 1992","1992.0","1993.0","Harushio 1992-A","Harushio 1992-M","Harushio 1992-L"
"Harushio","Harushio 1993","1993.0","2999.0","Harushio 1993-A","Harushio 1993-M","Harushio 1993-L"
"Hatakaze DDG","Hatakaze 1986","1986.223","1988","","Hatakaze 1986-M","Hatakaze 1986-L"
"Hatakaze DDG","Hatakaze 1988","1988","1992","","Hatakaze 1988-M","Hatakaze 1988-L"
"Hatakaze DDG","Hatakaze 1994","1994","2999","","Hatakaze 1994-M","Hatakaze 1994-L"
"Hatsuyuki DDG","Hatsuyuki 1982","1982","1984","Hatsuyuki 1982-A","Hatsuyuki 1982-M","Hatsuyuki 1982-L"
"Hatsuyuki DDG","Hatsuyuki 1984","1984","1987","Hatsuyuki 1982-A","Hatsuyuki 1984-M","Hatsuyuki 1984-L"
"Hatsuyuki DDG","Hatsuyuki 1987","1987","1988","Hatsuyuki 1982-A","Hatsuyuki 1987-M","Hatsuyuki 1984-L"
"Hatsuyuki DDG(1988)","Hatsuyuki 1988","1988","1990","Hatsuyuki 1988-A","Hatsuyuki 1988-M","Hatsuyuki 1988-L"
"Hatsuyuki DDG(1990)","Hatsuyuki 1990","1990","1992","Hatsuyuki 1988-A","Hatsuyuki 1990-M","Hatsuyuki 1990-L"
"Hatsuyuki DDG(1990)","Hatsuyuki 1992","1992","1997","Hatsuyuki 1988-A","Hatsuyuki 1992-M","Hatsuyuki 1990-L"
"Hatsuyuki DDG(1990)","Hatsuyuki 1997","1997","2002","Hatsuyuki 1988-A","Hatsuyuki 1997-M","Hatsuyuki 1990-L"
"Hatsuyuki DDG(1990)","Hatsuyuki 2002","2002","2004","Hatsuyuki 1988-A","Hatsuyuki 2002-M","Hatsuyuki 1990-L"
"Hatsuyuki DDG(1990)","Hatsuyuki 2004","2004","2006","Hatsuyuki 1988-A","Hatsuyuki 2004-M","Hatsuyuki 2004-L"
"Hatsuyuki DDG(1990)","Hatsuyuki 2006","2006","2007","Hatsuyuki 1988-A","Hatsuyuki 2006-M","Hatsuyuki 2006-L"
"Hatsuyuki DDG(1990)","Hatsuyuki 2007","2007","2012","Hatsuyuki 1988-A","Hatsuyuki 2007-M","Hatsuyuki 2006-L"
"Hatsuyuki DDG(1990)","Hatsuyuki 2012","2012","2999","Hatsuyuki 1988-A","Hatsuyuki 2012-M","Hatsuyuki 2006-L"
"Hauk PTGM 1994","Hauk PTGM 1994-1","1994.151","2003.041","Hauk PTGM 1994-1-A","Hauk PTGM 1994-1-M","Hauk PTGM 1994-1-L"
"Hauk PTGM 2001","Hauk PTGM 2001-1","2001.251","2007.949","Hauk PTGM 2001-1-A","Hauk PTGM 2001-1-M","Hauk PTGM 2001-1-L"
"Hauk PTGM","Hauk PTGM-1","1977.626","1995.941","Hauk PTGM-1-A","Hauk PTGM-1-M","Hauk PTGM-1-L"
"Hayabusa PGM","Hayabusa 2002","2002.229","2999.0","","Hayabusa 2002-M","Hayabusa 2002-L"
"Hayashio","Hayashio 1962","1962.489","1979.223","","Hayashio 1962-M","Hayashio 1962-L"
"Henry J Kaiser","Henry J Kaiser-1","1900","2999","Henry J Kaiser-1-A","Henry J Kaiser-1-M","Henry J Kaiser-1-L"
"Hero WHEC","Hero 1900","1900","2999","Hero 1900-A","Hero 1900-M","Hero 1900-L"
"CV/DDH Hyuga","Hyuga CVH-1","1900","2999","Hyuga CVH-1-A","Hyuga CVH-1-M","Hyuga CVH-1-L"
"Ikazuchi DDE","Ikazuchi 1956","1956","1959","","Ikazuchi 1956-M","Ikazuchi 1956-L"
"Ikazuchi DDE(1959)","Ikazuchi 1959","1959","1976","","Ikazuchi 1959-M","Ikazuchi 1959-L"
"CV (R05/6/7) Invincible","Falklands Invincible 1982","1982.163","1982.533","Invincible CV FW 1982-A","Invincible CV FW1982-M","Invincible CV 1980-L"
"CV (R05/6/7) Invincible","Invincible 1980","1980.52","1982","Invincible CV 1980-A","Invincible CV 1980-M","Invincible CV 1980-L"
"CV (R05/6/7) Invincible","Invincible 1982","1982","1983","Invincible CV 1980-A","Invincible CV 1982-M","Invincible CV 1980-L"
"CV (R05/6/7) Invincible","Invincible 1983","1983","1985","Invincible CV 1983-A","Invincible CV 1983-M","Invincible CV 1980-L"
"CV (R05/6/7) Invincible","Invincible 1985","1985","1987","Invincible CV 1985-A","Invincible CV 1985-M","Invincible CV 1980-L"
"CV (R05/6/7) Invincible","Invincible 1987","1987","1990","Invincible CV 1985-A","Invincible CV 1987-M","Invincible CV 1980-L"
"CV (R05/6/7) Invincible","Invincible 1990","1990","1991","Invincible CV 1985-A","Invincible CV 1990-M","Invincible CV 1990-L"
"CV (R05/6/7) Invincible","Invincible 1992","1992","1993","Invincible CV 1985-A","Invincible CV 1992-M","Invincible CV 1990-L"
"CV (R05/6/7) Invincible","Invincible 1993","1993","1997","Invincible CV 1993-A","Invincible CV 1993-M","Invincible CV 1990-L"
"CV (R05/6/7) Invincible","Invincible 1997","1997","2001","Invincible CV 1997-A","Invincible CV 1997-M","Invincible CV 1990-L"
"CV (R05/6/7) Invincible","Invincible 2001","2001","2002","Invincible CV 2001-A","Invincible CV 2001-M","Invincible CV 1990-L"
"CV (R05/6/7) Invincible","Invincible 2002","2002","2006.3","Invincible CV 2001-A","Invincible CV 2002-M","Invincible CV 1990-L"
"CV (R05/6/7) Invincible","Invincible 2006","2006.3","2007","Invincible CV 2006-A","Invincible CV 2006-M","Invincible CV 1990-L"
"CV (R05/6/7) Invincible","Invincible 2007","2007","2012","Invincible CV 2006-A","Invincible CV 2007-M","Invincible CV 1990-L"
"CV (R05/6/7) Invincible","Invincible 2012","2012","2999","Invincible CV 2006-A","Invincible CV 2012-M","Invincible CV 1990-L"
"Iowa BB (1982)","Iowa BB (1982)-1","1900","2999","Iowa BB (1982)-1-A","Iowa BB (1982)-1-M","Iowa BB (1982)-1-L"
"Iowa BB","Iowa BB-1","1900","2999","","Iowa BB-1-M","Iowa BB-1-L"
"Ishikari FFG","Ishikari 1981","1981.237","1984","","Ishikari 1981-M","Ishikari 1981-L"
"Ishikari FFG","Ishikari 1984","1984","1987","","Ishikari 1984-M","Ishikari 1984-L"
"Ishikari FFG","Ishikari 1987","1987","1996","","Ishikari 1987-M","Ishikari 1987-L"
"Ishikari FFG","Ishikari 1996","1996","2007.793","","Ishikari 1996-M","Ishikari 1996-L"
"Island WPB","Island WPB 1986","1986.14","2999","","Island WPB 1986-M","Island WPB 1986-L"
"Isuzu DDE","Isuzu 1961","1961.492","1984","","Isuzu 1961-M","Isuzu 1961-L"
"Isuzu DDE","Isuzu 1984","1984","1993.875","","Isuzu 1984-M","Isuzu 1984-L"
"J-10","AW1 2012","2012","2999","","","J10 AW1 2012-L"
"J-10","AW1E 2012","2012","2999","","","J10 AW1E 2012-L"
"J-10","AW2 2007","2007","2999","","","J10 AW2 2007-L"
"J-10","AW2E 2007","2007","2999","","","J10 AW2E 2007-L"
"J-10","AW3 2001","2005","2999","","","J10 AW3 2001-L"
"J-10","AW3 2007","2007","2999","","","J10 AW3 2007-L"
"J-10","AW3E 2001","2005","2999","","","J10 AW3E 2001-L"
"J-10","AW3E 2007","2007","2999","","","J10 AW3E 2007-L"
"J-10","IB1 1989","2005","2999","","","J10 IB1 1989-L"
"J-10","IB1E 1989","2005","2999","","","J10 IB1E 1989-L"
"J-10","IB2 1989","2005","2999","","","J10 IB2 1989-L"
"J-10","IB2E 1989","2005","2999","","","J10 IB2E 1989-L"
"J-10","SD1 2010","2010","2999","","","J10 SM1 2010-L"
"J-10","SD1E 2010","2010","2999","","","J10 SM1E 2010-L"
"J-10","SD2 1998","2005","2999","","","J10 SM2 1998-L"
"J-10","SD2E 1998","2005","2999","","","J10 SM2E 1998-L"
"J-10","SM1 2010","2010","2999","","","J10 SM1 2010-L"
"J-10","SM1E 2010","2010","2999","","","J10 SM1E 2010-L"
"J-10","SM2 1998","2005","2999","","","J10 SM2 1998-L"
"J-10","SM2E 1998","2005","2999","","","J10 SM2E 1998-L"
"J-10","SM3 1989","2005","2999","","","J10 SM3 1989-L"
"J-10","SM3E 1989","2005","2999","","","J10 SM3E 1989-L"
"J-10","SM4 1989","2005","2999","","","J10 SM4 1989-L"
"J-10","SM4 1993","2005","2999","","","J10 SM4 1993-L"
"J-10","SM4E 1989","2005","2999","","","J10 SM4E 1989-L"
"J-10","SM4E 1993","2005","2999","","","J10 SM4E 1993-L"
"J-10","SM5 1989","2005","2999","","","J10 SM5 1989-L"
"J-10","SM5E 1989","2005","2999","","","J10 SM5E 1989-L"
"J-7","AA1  1960","1960","2999","","","MiG-21F-13 AA1  1960-L"
"J-7","AA1E 1960","1960","2999","","","MiG-21F-13 AA1E 1960-L"
"J-7","AA2  1960","1960","2999","","","MiG-21F-13 AA2  1960-L"
"J-7","AA2E 1960","1960","2999","","","MiG-21F-13 AA2E 1960-L"
"J-7","IB1  1960","1960","2999","","","MiG-21F-13 IB1  1960-L"
"J-7","IB1E 1960","1960","2999","","","MiG-21F-13 IB1E 1960-L"
"J-7","IB2  1960","1960","2999","","","MiG-21F-13 IB2  1960-L"
"J-7","IB2E 1960","1960","2999","","","MiG-21F-13 IB2E 1960-L"
"J-7","IB3  1960","1960","2999","","","MiG-21F-13 IB3  1960-L"
"J-7","IB3E 1960","1960","2999","","","MiG-21F-13 IB3E 1960-L"
"J-7","UR1  1960","1960","2999","","","MiG-21F-13 UR1  1960-L"
"J-7","UR1E 1960","1960","2999","","","MiG-21F-13 UR1E 1960-L"
"Jacob van Heemskerck FFG (Chile)","Jacob Van Heemskerck FFG 2003","2003.96","2999","","Jacob Van Heemskerck-M","Jacob Van Heemskerck 1991-L"
"Jacob van Heemskerck FFG","Jacob Van Heemskerck FFG 1986","1986.04","1991","","Jacob Van Heemskerck-M","Jacob Van Heemskerck 1986-L"
"Jacob van Heemskerck FFG","Jacob Van Heemskerck FFG 1991","1991","2003.96","","Jacob Van Heemskerck-M","Jacob Van Heemskerck 1991-L"
"Joao Coutinho FSH","Joao Coutinho 1970","1970.179","1989","Joao Coutinho FSH-1-A","Joao Coutinho FSH-1-M","Joao Coutinho FSH-1-L"
"Joao Coutinho FSH(1989)","Joao Coutinho 1989","1989","2999.0","Joao Coutinho FSH(1989)-1-A","Joao Coutinho FSH(1989)-1-M","Joao Coutinho FSH(1989)-1-L"
"Juniper Buoy Tender WLB","Juniper 1900","1900","2999","","Juniper 1900-M","Juniper 1900-L"
"Ka-25BSh","T 1972","1972","1977","","","KA-25 1970-L"
"Ka-25BSh","T 1977","1977","1982","","","KA-25 1977-L"
"Ka-25BSh","T 1982","1982","1987","","","KA-25 1982-L"
"Ka-25BSh","T 1987","1987","1992","","","KA-25 1987-L"
"Ka-25BSh","T 1992","1992","1997","","","KA-25 1992-L"
"Ka-25BSh","T 1997","1997","2002","","","KA-25 1997-L"
"Ka-25BSh","T 2002","2002","2007","","","KA-25 2002-L"
"Ka-25BSh","T 2007","2007","2012","","","KA-25 2007-L"
"Ka-25BSh","T 2012","2012","2999","","","KA-25 2012-L"
"Ka-27A","T 1982","1982","1987","","","KA-27 1982-L"
"Ka-27A","T 1987","1987","1992","","","KA-27 1987-L"
"Ka-27A","T 1992","1992","1997","","","KA-27 1992-L"
"Ka-27A","T 1997","1997","2002","","","KA-27 1997-L"
"Ka-27A","T 2002","2002","2007","","","KA-27 2002-L"
"Ka-27A","T 2007","2007","2012","","","KA-27 2007-L"
"Ka-27A","T 2012","2012","2999","","","KA-27 2012-L"
"Ka-27A","T CHN 1972","1972","1972","","","KA-27 CHN 1972-L"
"Ka-27A","T CHN 1977","1977","1977","","","KA-27 CHN 1977-L"
"Ka-27A","T CHN 1982","1982","1987","","","KA-27 CHN 1982-L"
"Ka-27A","T CHN 1987","1987","1992","","","KA-27 CHN 1987-L"
"Ka-27A","T CHN 1992","1992","1997","","","KA-27 CHN 1992-L"
"Ka-27A","T CHN 1997","1997","2002","","","KA-27 CHN 1997-L"
"Ka-27A","T CHN 2002","2002","2007","","","KA-27 CHN 2002-L"
"Ka-27A","T CHN 2007","2007","2012","","","KA-27 CHN 2007-L"
"Ka-27A","T CHN 2012","2012","2999","","","KA-27 CHN 2012-L"
"Ka-27A(China)","KA-27A(China)-1","1982","1987","KA-27A(China)-1-A","KA-27A(China)-1-M","KA-27A(China)-1-L"
"Ka-27A(China)","KA-27A(China)-10","1982","1987","KA-27A(China)-10-A","KA-27A(China)-10-M","KA-27A(China)-10-L"
"Ka-27A(China)","KA-27A(China)-11","1987","1992","KA-27A(China)-11-A","KA-27A(China)-11-M","KA-27A(China)-11-L"
"Ka-27A(China)","KA-27A(China)-12","1992","1997","KA-27A(China)-12-A","KA-27A(China)-12-M","KA-27A(China)-12-L"
"Ka-27A(China)","KA-27A(China)-13","1997","2002","KA-27A(China)-13-A","KA-27A(China)-13-M","KA-27A(China)-13-L"
"Ka-27A(China)","KA-27A(China)-14","2002","2007","KA-27A(China)-14-A","KA-27A(China)-14-M","KA-27A(China)-14-L"
"Ka-27A(China)","KA-27A(China)-15","2007","2012","KA-27A(China)-15-A","KA-27A(China)-15-M","KA-27A(China)-15-L"
"Ka-27A(China)","KA-27A(China)-16","2012","2999","KA-27A(China)-16-A","KA-27A(China)-16-M","KA-27A(China)-16-L"
"Ka-27A(China)","KA-27A(China)-2","1987","1992","KA-27A(China)-2-A","KA-27A(China)-2-M","KA-27A(China)-2-L"
"Ka-27A(China)","KA-27A(China)-3","1992","1997","KA-27A(China)-3-A","KA-27A(China)-3-M","KA-27A(China)-3-L"
"Ka-27A(China)","KA-27A(China)-4","1997","2002","KA-27A(China)-4-A","KA-27A(China)-4-M","KA-27A(China)-4-L"
"Ka-27A(China)","KA-27A(China)-5","2002","2007","KA-27A(China)-5-A","KA-27A(China)-5-M","KA-27A(China)-5-L"
