DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,InitialYear numeric,FinalYear numeric,Country text,Designation text,ImageList text,IconFileName nexttumeric,ModelFileName text,Description text,Notes text,MaxRange_km numeric,RefRange_km numeric,FieldOfView_deg numeric,MinElevation_deg numeric,MaxElevation_deg numeric,ScanPeriod_s numeric,DamageEffect text,RangeError numeric,AngleError_deg numeric,ElevationError_deg numeric,MinFrequency_Hz numeric,MaxFrequency_Hz numeric,IdThreshold_dB real,CounterMeasureFactor numeric,IsSurveillance numeric,ERPpeak_dBW numeric,ERPaverage_dBW numeric,MaxFireControlTracks numeric,IsSemiactive numeric,BlindSpeed_mps numeric,LookdownWater_dB numeric,LookdownLand_dB numeric,Bandwidth_Hz numeric,AzimuthBeamwidth_deg numeric,ElevationBeamwidth_deg numeric,EffectiveSidelobes_dB numeric,DetectsSurface numeric,DetectsAir numeric,DetectsMissile numeric,DetectsGround numeric
"SPS-124 AS/SS","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","240","66.47","120","-15","30","3.13","GenericSensor","0","0.34","0.22","3000000000","3500000000","99","1","1","85","75","4","0","2.5","-3","-12","3000000","5","5","-30","1","1","1","1"
"SPS-29","","0","0","0","0","0","1900","2999","","","null","null","null","SPS-29; AS; Max=370km; Ref=208.3km","","370","208.3","360","0","42","12","GenericSensor","0.008108","1","1.275","215000000.0","225000000.0","99","1","1","77.751","52.522","0","0","2.5","-10.3","-18","1000000.0","19","25.5","-30","0","1","1","0"
"SPS-39","","0","0","0","0","0","1900","2999","","","null","null","null","SPS-39; AS; Max=296km; Ref=277.8km","http://www.scribd.com/doc/65788019/Naval-Radar , page 227.","500","277.8","360","0","42","12","GenericSensor","0.006","6.3","1","215000000.0","225000000.0","99","1","1","99.5","86.5","0","0","2.5","-10.3","-18","1000000.0","19","25.5","-30","0","1","1","0"
"SPS-40","","0","0","1","0","0","1900","2999","","","null","null","null","SPS-40; AS; Max=370km; Ref=214.053km","","370","214.053","370","0","38","8","GenericSensor","0","0.5","1.19","3000000000","3500000000","99","1","1","89","79","4","0","2.5","-3","-12","3000000","5","19","-30","0","1","1","0"
"SPS-40B","","0","0","0","0","0","1900","2999","","","null","null","null","SPS-40B; AS; Max=370km; Ref=214.053km","","370","214.053","370","0","38","8","GenericSensor","0","0.5","1.19","3000000000","3500000000","99","1","1","89","79","4","0","2.5","-3","-12","3000000","5","19","-30","0","1","1","0"
"SPS-40E","","0","0","1","0","0","1900","2999","","","null","null","null","SPS-40E; AS; Max=370km; Ref=214.053km","","370","215.053","370","0","38","8","GenericSensor","0","0.5","1.19","3000000000","3500000000","99","1","1","89","79","4","0","2.5","-3","-12","3000000","5","19","-30","0","1","1","0"
"SPS-43 AS","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","482","133.49","360","-35","70","8.63","GenericSensor","0","0.21","0.14","3000000000","3500000000","99","1","1","96","86","4","0","2.5","-3","-12","3000000","5","5","-30","0","1","1","0"
"SPS-48(E) AS","","0","0","0","0","0","1900","2999","","","null","null","null","SPS-48E; AS; Max=408km; Ref=272.846km","","408","272.85","360","0","65","8","GenericSensor","0","0.08","0.1","3000000000","3500000000","99","1","1","49.73","39.73","4","0","2.5","-3","-12","3000000","5","1.6","-30","0","1","1","0"
"SPS-48C AS","","0","0","1","0","0","1900","2999","","","null","null","null","SPS-48C; AS; Max=408km; Ref=113km","","408","112.99","360","-35","70","8.63","GenericSensor","0","0.23","0.15","3000000000.0","3500000000.0","99","1","1","93","83","4","0","2.5","-3","-12","3000000.0","5","5","-30","0","1","1","0"
"SPS-49 AS","","0","0","1","0","0","1900","2999","","","null","null","null","SPS-49; AS; Max=486km; Ref=158.5km","","486","158.5","360","0","30","10","GenericSensor","0","0.17","0.62","3000000000","3500000000","99","1","1","83.47","70","0","0","2.5","-3","-12","3000000","5","9.9","-30","0","1","1","0"
"SPS-49(v)5","","0","0","0","0","0","1900","2999","","","null","null","null","SPS-49(v)5; AS; Max=486km; Ref=158.5km","","486","158.5","360","0","30","10","GenericSensor","0","0.17","0.62","3000000000","3500000000","99","1","1","83.47","70","4","0","2.5","-3","-12","3000000","5","9.9","-30","0","1","1","0"
"SPS-49(v)7","","0","0","0","0","0","1900","2999","","","null","null","null","SPS-49(v)7; AS; Max=486km; Ref=158.5km","","486","158.5","360","0","30","10","GenericSensor","0","0.17","0.62","3000000000","3500000000","99","1","1","83.47","70","4","0","2.5","-3","-12","3000000","5","9.9","-30","0","1","1","0"
"SPS-49(V)8","","0","0","1","0","0","1900","2999","","","null","null","null","Air-search radar installed aboard Australian ANZAC Class FFH.","","486","158.5","360","0","30","10","GenericSensor","0.06","0.17","0.62","3000000000","3500000000","99","1","1","83.47","70","0","0","2.5","-3","-12","3000000","5","9.9","-30","0","1","1","0"
"SPS-49A(V)1","","0","0","1","0","0","1900","2999","","","null","null","null","Air-search radar installed aboard Australian Adelaide Class FFG.","","486","158.5","360","0","30","10","GenericSensor","0.06","0.17","0.62","3000000000","3500000000","99","1","1","83.47","70","0","0","2.5","-3","-12","3000000","5","9.9","-30","0","1","1","0"
"SPS-52C AS","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","445","123.24","360","-35","70","8.63","GenericSensor","0","0.22","0.14","3000000000","3500000000","99","1","1","94","84","4","0","2.5","-3","-12","3000000","5","5","-30","0","1","1","0"
"SPS-55 SS","","0","0","0","0","0","1900","2999","","","null","null","null","SPS-55; SS; Max=67.5km; Ref=14.06km","","67.5","14.06","360","0","20","3.75","GenericSensor","0","0.08","1.25","3000000000","3500000000","99","1","1","29.57","19.57","4","0","2.5","-3","-12","3000000","5","20","-30","1","0","0","1"
"SPS-55","","0","0","0","0","0","1900","2999","","","null","null","null","SPS-55; SS; Max=67.5km; Ref=14.06km","","67.5","14.06","360","0","20","3.75","GenericSensor","0","0.08","1.25","3000000000","3500000000","99","1","1","29.57","19.57","4","0","2.5","-3","-12","3000000","5","20","-30","1","0","0","1"
"SPS-58A","","0","0","0","0","0","1900","2999","","","null","null","null","SPS-58A; AS; Max=241km; Ref=123km","","241","123","360","0","18","4","GenericSensor","0.01","0.2","1.13","3000000000","3500000000","99","1","1","49.37","39.37","4","0","2.5","-3","-12","3000000","5","18","-30","0","1","1","0"
"SPS-6","","0","0","1","0","0","1900","2999","","","null","null","null","","http://radar.tpub.com/TM-11-487C-1/TM-11-487C-11219.htm   ,     http://www.scribd.com/doc/65788019/Naval-Radar  large aircraft at 140nm, and fighters at 80nm.  35 ref range assumed, puts a 10m target for a fighter and a 100m target for large aircraft in the correct range bands.  ","280","83.3","360","-2","8","15","GenericSensor","0.001165","0.1","1","1250000000","1350000000","99","1","1","84","71","5","0","2.5","-30.8","-39.8","3000000","3","10","-30","1","1","1","0"
"SPS-64 SS","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","80","18","360","-35","70","8.63","GenericSensor","0","0.57","0.38","3000000000","3500000000","99","1","1","65","55","4","0","2.5","-3","-12","3000000","5","5","-30","1","0","0","1"
"SPS-67 SS","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","90","19.39","360","-35","70","8.63","GenericSensor","0","0.55","0.36","5450000000","5825000000","99","1","1","70","45","4","0","2.5","-3","-12","3000000","1.5","5","-30","1","0","0","1"
"SPS-67(V)3 SS","","0","0","0","0","0","1900","2999","","","null","null","null","SPS-67(V)3; SS; Max=104km; Ref=10.721km","","52","10.72","360","0","31","4","GenericSensor","0","0.08","1.94","5450000000","5825000000","99","1","1","70","45","4","0","2.5","-3","-12","3000000","1.5","31","-30","1","0","0","1"
"SPS-6A","","0","0","1","0","0","1900","2999","","","null","null","null","","http://radar.tpub.com/TM-11-487C-1/TM-11-487C-11219.htm   ,     http://www.scribd.com/doc/65788019/Naval-Radar  large aircraft at 140nm, and fighters at 80nm.  35 ref range assumed, puts a 10m target for a fighter and a 100m target for large aircraft in the correct range bands.  ","280","72.9","360","-2","18","15","GenericSensor","0.001165","0.1","1","1250000000","1350000000","99","1","1","81","68","5","0","2.5","-30.8","-39.8","3000000","3","20","-30","1","1","1","0"
"SPS-6B","","0","0","1","0","0","1900","2999","","","null","null","null","","http://radar.tpub.com/TM-11-487C-1/TM-11-487C-11219.htm   ,     http://www.scribd.com/doc/65788019/Naval-Radar  large aircraft at 140nm, and fighters at 80nm.  35 ref range assumed, puts a 10m target for a fighter and a 100m target for large aircraft in the correct range bands.  ","280","62.4","360","-2","28","15","GenericSensor","0.001165","0.1","1","1250000000","1350000000","99","1","1","79.22","66.22","5","0","2.5","-30.8","-39.8","3000000","3","30","-30","1","1","1","0"
"SPS-6C","","0","0","1","0","0","1900","2999","","","null","null","null","","http://radar.tpub.com/TM-11-487C-1/TM-11-487C-11219.htm   ,     http://www.scribd.com/doc/65788019/Naval-Radar  large aircraft at 140nm, and fighters at 80nm.  35 ref range assumed, puts a 10m target for a fighter and a 100m target for large aircraft in the correct range bands.  ","280","52","360","-2","28","15","GenericSensor","0.001165","0.1","1","1250000000","1350000000","99","1","1","78.25","65.25","5","0","2.5","-30.8","-39.8","3000000","3","30","-30","1","1","1","0"
"SPS-73(V) SS","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","75","16.62","360","-35","70","8.63","GenericSensor","0","0.59","0.39","3000000000","3500000000","99","1","1","63","40","4","0","2.5","-3","-12","3000000","5","5","-30","1","0","0","1"
"SPS-8","","0","0","1","0","0","1900","2999","","","null","null","null","","http://radar.tpub.com/TM-11-487C-1/TM-11-487C-11222.htm   ,     http://www.scribd.com/doc/65788019/Naval-Radar  height finder.","305.6","52.5","360","-2","34","12","GenericSensor","0.001165","1.7","0.1","3430000000","3570000000","99","1","1","95.63","82.62","5","0","2.5","-30.8","-39.8","3000000","3.5","1.1","-30","1","1","1","0"
"SPS-8A","","0","0","1","0","0","1900","2999","","","null","null","null","","http://radar.tpub.com/TM-11-487C-1/TM-11-487C-11222.htm   ,     http://www.scribd.com/doc/65788019/Naval-Radar  height finder.","305.6","63.1","360","-2","34","12","GenericSensor","0.001165","0.1","1","3430000000","3570000000","99","1","1","101","88","5","0","2.5","-30.8","-39.8","3000000","1.5","1.2","-30","1","1","1","0"
"SPY-1A","","0","0","0","0","0","1900","2999","","","null","null","null","SPY-1A; AS/SS; Max=324km; Ref=177.082km","","324","177.08","360","0","90","5","GenericSensor","0","0.09","0.11","3000000000.0","3500000000.0","99","1","1","41.58","31.58","16","0","2.5","-3","-12","3000000.0","1.7","1.7","-30","1","1","1","1"
"SPY-1B","","0","0","0","0","0","1900","2999","","","null","null","null","SPY-1B; AS/SS; Max=324km; Ref=204.424km","","324","204.42","360","0","90","5","GenericSensor","0","0.09","0.11","3000000000.0","3500000000.0","99","1","1","44.59","34.59","16","0","2.5","-3","-12","3000000.0","1.7","1.7","-30","1","1","1","1"
"SPY-1D","","0","0","0","0","0","1900","2999","","","null","null","null","SPY-1D; AS/SS; Max=324km; Ref=216.705km","","324","216.71","360","0","90","5","GenericSensor","0","0.09","0.11","3000000000.0","3500000000.0","99","1","1","45.6","35.6","16","0","2.5","-3","-12","3000000.0","1.7","1.7","-30","1","1","1","1"
"SPY-1F","","0","0","0","0","0","1900","2999","","","null","null","null","SPY-1F; AS/SS; Max=175km; Ref=117km","the arrays are 1/4 the size of SPY-1, and range is given as 54%, assuming compared to 1D.  Has the capacity for 2 channels per array instead of 4 as in SPY-1A/B/D, assuming this to cut FC tracks to 8.  Otherwise performance assumed identical.","175","117","360","0","90","5","GenericSensor","0","0.09","0.11","3000000000","3500000000","99","1","1","45.6","35.6","8","0","2.5","-3","-12","3000000","5","1.7","-30","1","1","1","1"
"SPY-790 EMPAR","","0","0","0","0","0","1900","2999","","","null","null","null","SPY-790 EMPAR; AS/SS; Max=180km; Ref=91.41km","is capable of detecting a 0.1m²target at 50km, 2m² at 100km, and 10m² at 180km, yielding ref ranges of 88.91, 84.09, and 101.22km.  will use a combined average of 91.41km.","180","91.41","360","-25","95","4","GenericSensor","0.03967","0.1432","0.1432","3000000000","3500000000","99","1","1","55","45","24","0","2.5","-3","-12","3000000","5","2.5","-30","1","1","1","1"
"SRD-5K","","0","0","1","0","0","1900","2999","","","","","","","","10.5","3.28","80","-15","30","2.46","GenericSensor","0","0.64","0.42","3000000000","3500000000","99","1","1","55","45","1","0","4","-3","-12","3000000","5","5","-30","1","1","1","0"
"SRD-5M","","0","0","1","0","0","1900","2999","","","","","","Su-17M4 radar NATO High Fix","OKB Sukhoi:History of the Design Bureau and its Aircraft by Yefim Gordon and Dmitriy Komissarov, page 119, SRD-5M BAZA-6M gun ranging radar, 300 to 3000m effective.  SRD-5 was carried by Su-7, and b y Su-17, Su-17M saw it removed and replaced by a laser range finder.  Early versions of the Su-22 carried the SRD-5.  It wasn't until June 1995 that the Su-17 would come to have a respectable radar system, the Kopyo, or the Super Koyo, with 57 and 75km ranges vs fighter sized targets.","10.5","3.28","80","-15","30","2.46","GenericSensor","0","0.64","0.42","3000000000","3500000000","99","1","1","55","45","1","0","4","-3","-12","3000000","5","5","-30","1","1","1","0"
"SS-N-14 seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","40","11","30","-30","40","1.25","GenericSensor","0.34","7.59","5.06","3000000000","3500000000","99","1","0","46","36","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"SS-N-22 seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","40","7.6","30","-30","40","1.25","GenericSensor","0.34","7.59","5.06","3000000000.0","3500000000.0","99","1","0","46","36","0","0","0","0","0","3000000.0","5","5","-30","1","0","0","0"
"SS-N-25 seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","40","11","30","-30","40","1.25","GenericSensor","0.34","7.59","5.06","3000000000","3500000000","99","1","0","46","36","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"SS-N-26 seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","40","11","30","-30","40","1.25","GenericSensor","0.34","7.59","5.06","3000000000","3500000000","99","1","0","46","36","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"SS-N-27 seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","40","11","30","-30","40","1.25","GenericSensor","0.34","7.59","5.06","3000000000","3500000000","99","1","0","46","36","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"SS-N-2D seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","set to detect a 36dB target at 40km, 24dB at 20km.","20","5","30","-30","40","1.25","GenericSensor","0.34","7.59","5.06","3000000000.0","3500000000.0","99","1","0","46","36","0","0","0","0","0","3000000.0","5","5","-30","1","0","0","0"
"SS-N-7 Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","No description is available.","","50","16.6","45","-22.5","22.5","1.88","GenericSensor","0.3","6.19","4.13","3000000000","3500000000","99","1","0","55","45","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"SS-N-9 seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","","40","11","30","-15","40","1.25","GenericSensor","0.34","7.59","5.06","3000000000","3500000000","99","1","0","46","36","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
