"DatabaseClass text primary key","NATO_ASCC text","ModelClassId numeric","ClassificationId numeric","Cost numeric","Weight_kg numeric","Volume_m3 numeric","InitialYear numeric","FinalYear numeric","Country text","Designation text","ImageList text","IconFileName text","ModelFileName text","Description text","Notes text","Damage numeric","DamageModel text","LaunchSpeed_mps numeric","targetFlags numeric","MinLaunchAlt_m numeric","MaxLaunchAlt_m numeric","MinRange_km numeric","MaxRange_km numeric","ProbNoFaults numeric","PayloadClass text","PayloadQuantity numeric","DatalinkRange_km real","AcceptsUserCommands numeric","DetonationRange_m numeric","RCS_dBsm numeric","RCS_Model text","OpticalCrossSection_dBsm numeric","IRSignature_dB numeric","IR_ModelA text","IR_ModelB text","IR_ModelC text","EffectiveHeight_m numeric","DragArea_sm numeric","Gmax numeric","MaxTurnRate_degps numeric","Cdpsub numeric","Cdptran numeric","Cdpsup numeric","Mcm numeric","Msupm numeric","BoostThrust_N numeric","BoostTime_s numeric","SustThrust_N numeric","SustTime_s numeric","ShutdownSpeed_mps numeric","SensorClass text","NeedsFireControl numeric","AcceptsWaypoints numeric","Rng1_km numeric","Alt1_m numeric","AltMode1 numeric","GuidMode1 numeric","Rng2_km numeric","Alt2_m numeric","AltMode2 numeric","GuidMode2 numeric","Rng3_km numeric","Alt3_m numeric","AltMode3 numeric","GuidMode3 numeric","Rng4_km numeric","Alt4_m numeric","AltMode4 numeric","GuidMode4 numeric","Rng5_km numeric","Alt5_m numeric","AltMode5 numeric","GuidMode5 numeric","Rng6_km numeric","Alt6_m numeric","AltMode6 numeric","GuidMode6 numeric","Rng7_km numeric","Alt7_m numeric","AltMode7 numeric","GuidMode7 numeric","Rng8_km numeric","Alt8_m numeric","AltMode8 numeric","GuidMode8 numeric","DamageEffect text"
"S-35","SSC-1a Shaddock","5","64","0","5400","3","1900","2999","","","","mis/ssm_unk.jpg","mm-38.xml","SS-N-3 Shaddock 677kts at 200m 500km Range ETA 24 minutes, 46 Seconds.","(dewitt) changed from P-35 to S-35/SSC-1a since I think this is meant to be the surf-to-surf version","450","Blast1000kg","0","4","-30","34567","2","500","0.85","","","0","0","17","3.9","MissileRCS1","3.65","0","IR_M_VL_LP_M0.85","Default","IR_M_VL_LP_Super_M1.1","0","19.57","10","106.191","0.12","0.15","0.1","0.8","1.2","160000","6.2","21750","1410","200","Generic Cruise Missile Seeker","0","0","1.5","200","0","1","0.02","0.02","2","2","","","2","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"SA-SAM","","5","64","100000","80","3","1900","2999","","","","mis/sam_unk.jpg","roland-sam.xml","","","3","BlastFragAir20kg","0","10","0","34567","2","100","0.85","","","0","0","9.068078845","10","MissileRCS1","10","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_Super_M2.7","0","0","15","90","0.15","0.2","0.15","0.9","1.1","100000","10","80000","50","400","SA-SAM Seeker","1","0","0","10000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"SAM-I","","5","64","100000","80","3","1900","2999","","","","mis/sam_unk.jpg","roland-sam.xml","","","3","BlastFragAir20kg","0","10","0","34567","2","70","0.85","","","0","0","9.068078845","10","MissileRCS1","10","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_Super_M2.7","0","0","15","90","0.15","0.2","0.15","0.9","1.1","100000","10","80000","50","400","SAM Seeker","0","0","0","10000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"SAM-N-7 BT-3A","","5","64","300000","1064","1","1958","1963","","","","mis/icoSAM-N-7_BT-3A.jpg","aim-9.xml","RIM-2D Terrier Surface to Air Missile 550kt target engaged at 37km ","","27","BlastFragAir100kg","0","10","0","34567","2","25","0.75","","","0","0","17.05254655","-8.3","MissileRCS1","-1.6","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M2.3","0","1","10","47.196","0.072","0.09","0.06","0.8","1.2","225000","3","40500","19","450","RIM-2D Seeker","1","0","0.1","8000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"SAM-N-7 BW-1","","5","64","300000","1064","1","1956","1963","","","","mis/icoSAM-N-7_BW-1.jpg","aim-9.xml","RIM-2B Terrier Surface to Air Missile 550kt target engaged at 18.8km","","27","BlastFragAir100kg","0","10","0","34567","2","10.7","0.7","","","0","0","17.05254655","-8.3","MissileRCS1","-1.6","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M1.8","0","1","10","49.391","0.072","0.09","0.06","0.8","1.2","225000","2.5","32000","14.3","430","RIM-2B Seeker","1","0","0.1","8000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"SCALP EG","","5","64","0","1230","2","1998","2999","","","","mis/icoSCALPEG.jpg","mm-38.xml","SCALP EG Cruise Missile, 250km Range, mach 0.9/595kts, ETA up to 13.5min.","","455","Pen450kg","0","4","-30","35000","2","250","0.85","","","0","0","0","-20.6","MissileRCS1","3","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","31","135.48","0.099","0.1125","0.09","0.8","1.2","12900","810","0","0","200","Generic Cruise Missile Seeker","0","0","1","55","1","1","0.01","0.01","2","2","","","0","1","","","0","1","","","1","1","","","1","1","","","1","1","","","2","2","TestMissileDmg"
"SCALP Naval","","5","64","0","1230","2","1900","2999","","","","mis/icoSCALP.jpg","mm-38.xml","SCALP Naval Cruise Missile, 1000km Range, mach 0.9/595kts, ETA up to 55min.","warhead size is unknown, other than that to achieve the much greater range a more efficient engine and smaller warhead are used.","455","Pen200kg","0","4","-30","34567","2","1000","0.85","","","0","0","0","-20.6","MissileRCS1","3","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","31","135.48","0.099","0.1125","0.09","0.8","1.2","62000","6","12900","3300","200","Generic Cruise Missile Seeker","0","0","20","35","1","1","0.01","0.01","2","2","","","0","1","","","0","1","","","1","1","","","1","1","","","1","1","","","2","2","TestMissileDmg"
"Sea Cat","","5","64","100000","68","3","1900","2999","","","","mis/icoSEA CAT.jpg","seacat.xml","Sea Cat Sam.  250kt target engaged at 6km.","","3","BlastFragAir18kg","0","10","0","34567","0.25","3.5","0.85","","","0","0","8.830963827","-12.1","MissileRCS1","1.21","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_Super_M1.1","0","0","4","28.3","0.036","0.045","0.03","0.85","1.15","17500","1","3100","14.6","150","Sea Cat Seeker","1","0","0","3000","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"Sea Dart Mod0","","5","64","100000","544","3","1900","2999","","","","mis/icoSEA DART M1.jpg","seadart.xml","Sea Dart Mod0 SAM  550kt target engaged at 83.4km","this missile is setup as an odd case considering how most other weapons have been spec'd, and may trigger a review of the other ramjet powered weapons.  I had originally setup the weapons much as i would have done firing in initial numbers that should approximate the desired performance, and then doubled the run of the sustainer, tweaked thrust and drag to remain within speed bounds, and achieve the desired range, and then called her ready.  Further reading has suggested the quoted ranges for the Sea Dart do not include her ballistic end phase, because the missile is hardly effective once without power due to its unfavorable aerodynamics, bleeding off speed at a very rapid pace compared to rocket powered missiles.  The quoted range is often 25-30nm, as such I have assumed powered flight to 25nm.  The result is a kinetic range of 59.1km and an engagement range of 83.4km against 550kt closing targets.  The missile sustains a very high average speed, due entirely to the sustainer keeping its speed high for nearly all of its flight.  In close it is inferior to SM1/SM2, the standard series achieving a far higher peak speed and thus close in reaction time.  For ranges approaching 64km the playing field is much more level if not in favour of the Sea Dart.  For engagement ranges in excess of 64km the tables again turn as this is the furthest range to engage a 550kt target at 10km alt and still be powered for the duration, any further and the intercept itself is unpowered, speed is very rapidly bled, and the better missile rapidly becomes the SM2.  As a starting point I took the originally assigned drag and quadrupled it, then weakened the booster to just reach mach two under any conditions(thrust down from 130kN to 122kN, same duration), then improved the sustainer from 23kN for 11 seconds to 32kN for 58 seconds, and reduced the minspeed from 500m/s to 400m/s.","4","BlastFragAir24kg","0","10","0","34567","2","59.1","0.85","","","0","0","9.68744215","-4.7","MissileRCS1","2","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M2.7","0","0","15","54.6","0.02","0.09","0.06","0.8","1.2","122000","3.5","32000","58","400","Sea Dart Seeker","1","0","0","10000","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"Sea Dart Mod2","","5","64","100000","544","3","1990","2999","","","","mis/icoSEA DART M2.jpg","seadart.xml","Sea Dart Mod2 SAM  550kt target engaged at 136.2km","Mod2 has guidance updates that permit the missile to achieve far better range than previously managed.  The missile itself is otherwise unchanged.  the maximum effective range is expected to increase to nearly double as a result.  I set a guidance mode than put the missile up to a cruising alt chosen to reach the desired range increase.  I have found it necessary to rework the sustainer however, as the missile was achieving speeds FAR too high at higher altitudes.  the impulse of the sustainer is unchanged.  it was 32knx58s=1856kNs.  Thrust has been reduced, and duration increased accordingly to maintain this impulse value.  Doing so necessitated an alteration of the booster as well to prevent an odd seeming loss of speed when the stages changed.  Booster cutout occurs at 665m/s, mach 2.013 @ 2470m, continuing the climb speed bleeds down to 631.1m/s or mach 1.963(each occurs at a different altitude).  minimum missile speed prior to burnout is 573.2m/s, mach 1.68, over a 20km intercept.  Powered flight ends at 79.8km from launch point, Mod0 currently expires at 46.3km, this puts the range improvement at 172.4% greater powered range.  kinematic range is 99km, mod 0 kinematic range is 59.1km, an improvement of 167.5%.  Missile speed is a peak of 1040.3m/s(mach 3) at burnout, this compares to 913.083m/s(mach 2.68).  Average speed throughout the flight is 756.6m/s compared to 697.6m/s.  intercept occurs in 132 seconds compared to 86 seconds.  Average speed at 86 seconds is 851.9m/s.  The missile engages a target at 83.4km(the limit for the mod0) in 80 seconds with an average speed of 774.5m/s, the intercept occuring 7.5% sooner.  The range itself comes to equal to the RIM-66H(100km) at 99km.  Compared to RIM-66H, peak speed is approximately equal, close in reaction is considerably weaker however at range the Sea Dart is definitely the superior weapon.  Effective range of the RIM-66 is larger, only because its average speed is lower, allowing the target to cover more ground before the intercept occurs.  At ranges of less than 48km RIM-66 achieves intercept in less time than Sea Dart.  At 24km RIM-66 is 8.25 seconds faster, at 18km it is 8.76 seconds faster.  At any range over 48km Sea dart arrives first, at 50km it is  1.65 seconds faster, by 75 km it is 21.9 seconds faster, and by maximum range of 99km it is 36.54 seconds faster than RIM-66H.  This disparity in performance will be studied further at a later date.  I may be back to this, and the Sea dart might well be in for a significant reworking of its performance.","4","BlastFragMis24kg","0","10","0","34567","2","99","0.85","","","0","0","6.850056037","-4.7","MissileRCS1","2","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M3.2","0","0","15","54.6","0.072","0.09","0.06","0.8","1.2","61500","8","22000","84.3","400","Sea Dart Mod3 Seeker","1","0","20","11500","0","0","0.01","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"Sea Skua","","5","64","0","145","1","1900","2999","","","","mis/icoSEA SKUA.jpg","roland-sam.xml","Sea Skua ASM 15km range ETA 88 seconds","Designed to be fired at a ship armed with SA-N-4 without needing to enter its lethal defensive radius.  The missile is capable of 15km, presumably from at most an altitude of 4000m, likely vlow alt cruise.  At 50m and 150kts, the missile achieves 15.3km,at 0 kts 50m it achieves 14.3km.  Best range is achieved at 200m altitude, any higher and the gains in range are overcome by the increase in slant range, any less and the slight increase in air density at launch holds it back a little.  The difference from 50 to 200m is meaningless in combat.","180","Pen44kg","0","1","0","34567","1","15","0.85","","","0","0","0","-11","MissileRCS1","0","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.1","0","1","15","74.5","0.108","0.135","0.09","0.08","1.2","23400","2.4","7800","82","220","Sea Skua IR Seeker","0","0","5","80","0","1","0.01","0","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"Sea Wolf","","5","64","100000","82","3","1900","2999","","","","mis/icoSEAWOLF.jpg","seawolf.xml","BAE Seawolf Sam  550kt target engaged at 5.2km at 3000m alt.","","3","BlastFragMis14kg","0","10","0","34567","2","3","0.85","","","0","0","5.798956739","-9.4","MissileRCS1","1.21","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_Super_M2.2","0","0","25","54.6","0.0084","0.0105","0.007","0.8","1.2","32000","2","0","0","500","Seawolf-SAM Seeker","1","0","0","3000","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"Shafrir 1","","5","64","","65","","1963","1969","","","","mis/icoSHAFRIR1.jpg","AIM-9LandM.xml","","","12","BlastFragAir11kg","0","2","30","17000","0.3","3.2","0.85","","","0","0","7.693227181","-16","MissileRCS1","-3","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M2","0","1","10","84.196","0.04125","0.0495","0.033","0.8","1.2","17250","2","0","0","450","Shafrir-1 IR Seeker","0","0","0.3","5000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Shafrir 2","","5","64","","85","","1967","1982","","","","mis/icoSHAFRIR2.jpg","AIM-9LandM.xml","","","12","BlastFragAir11kg","0","2","30","17000","0.3","3.5","0.85","","","0","0","7.693227181","-15.4","MissileRCS1","-3","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M2","0","1","20","94.392","0.04125","0.0495","0.033","0.8","1.2","19550","2","0","0","450","Shafrir-2 IR Seeker","0","0","0.3","5000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"SIMBAD","","5","64","","17","","1900","2999","","","","mis/simbadico.jpg","roland-sam.xml","","Marcos","0.6","BlastFragAir2kg","0","2","0","34567","0.1","6","0.85","","","0","0","5.975142264","-19.9","MissileRCS1","-2","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_Super_M3","0","1","50","100","0.15","0.2","0.15","0.9","1","100000","6","100000","4","100","Mistral-SH","0","0","0.01","4000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Skyflash","","5","64","0","193","3","1978","2999","","","","mis/icoSKYFLASH.jpg","aim-9.xml","Super 530D Skyflash  550kt target engaged at 59.6km","","25","BlastFragAir40kg","0","10","0","34567","2","45","0.85","","","0","0","11.55752872","-12.8","MissileRCS1","-1.6","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M3.2","0","1.1","15","41","0.024","0.03","0.02","0.8","1.2","70000","2","17000","15","450","Skyflash Seeker","1","0","20","10000","0","0","0.1","10000","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"SM-39 Exocet","","5","64","400000","850","1.5","1985","2999","","","","mis/icoSM-39.jpg","am-39.xml","SM-39 Exocet anti-ship missile","","50","Pen165kg","0","1","-30","5","4","65","0.85","","","0","0","0","-8.1","MissileRCS1","1.37","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M1.1","0","0.01","15","127.43","0.055","0.0625","0.05","0.8","1.2","94000","2","7740","201","250","AM-39 Seeker","0","0","12.5","12","0","1","5","5","0","1","0.01","0","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"SPICE-1000","","5","64","","454","","1900","2999","","","","mis/spiceico.jpg","am-39.xml","","Marcos","450","Pen450kg","0","5","100","17000","2","40","0.85","","","0","0","0","-5","MissileRCS1","-3","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.1","0","1","9","10","0.2","0.8","2","0.8","0.8","100000","2","100000","150","100","SPICE","0","0","40","5000","2","2","0.01","250","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"SSM-I","","5","64","100000","80","3","1900","2999","","","","mis/ssm_unk.jpg","mm-38.xml","","","50","Pen220kg","0","1","0","34567","2","200","0.85","","","0","0","0","0","MissileRCS1","0","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_Super_M1.6","0","0.01","15","90","0.1","0.18","0.13","0.9","1.1","45000","300","10000","20","150","SSM Seeker","0","0","20","300","0","1","5","100","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Storm Shadow","","5","64","0","1230","2","2001","2999","","","","mis/icoSTORMSHADOW.jpg","mm-38.xml","Storm Shadow Cruise Missile, 250km Range, mach 0.9/595kts, ETA up to 13.5min.","","455","Pen450kg","0","4","-30","34567","2","250","0.85","","","0","0","0","-20.6","MissileRCS1","3","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","31","135.48","0.099","0.1125","0.09","0.8","1.2","12900","810","0","0","200","Generic Cruise Missile Seeker","0","0","1","55","1","1","0.01","0.01","2","2","","","0","1","","","0","1","","","1","1","","","1","1","","","1","1","","","2","2","TestMissileDmg"
"Super 530D","","5","64","","270","1","1987","2012","","","","mis/icoR.530D.jpg","aim-9.xml","","","12","BlastFragAir30kg","0","2","0","34567","2","65","0.85","","","0","0","10.34494944","-10.6","MissileRCS1","-2.19","0","IR_M_S_R_M0.85","Default","IR_M_VL_LP_Super_M5","0","1","25","117.99","0.0288","0.036","0.024","0.8","1.2","90000","4","24100","18.2","450","AIM-7M Seeker","1","0","20","15150","2","0","0.1","7500","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Super 530F","","5","64","","245","1","1980","1998","","","","mis/icoR.530F.jpg","aim-9.xml","","","12","BlastFragAir30kg","0","2","0","34567","2","45","0.85","","","0","0","10.34494944","-10.6","MissileRCS1","-2.19","0","IR_M_S_R_M0.85","Default","IR_M_VL_LP_Super_M4.6","0","1","25","117.99","0.0312","0.039","0.024","0.8","1.2","65000","3","21000","15","450","AIM-7M Seeker","1","0","20","12500","2","0","0.1","7500","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Tien Kung-II SAM","","5","64","100000","1100","3","1900","2999","","","","mis/icoTIEN KUNG II.jpg","roland-sam.xml","(Sky Bow-II) Tien Kung II SAM","","90","BlastFragAir90kg","0","10","0","34567","2","69.5","0.85","","","0","0","15.97762588","-6.5","MissileRCS1","5.43","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M4.2","0","1","15","32.78","0.0744","0.093","0.062","0.8","1.2","650000","2.5","100000","4","500","Tien Kung-II Seeker","1","0","20","15000","0","0","0.01","4500","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"UGM-109A","","5","64","0","1450","2","1983","2999","","","","mis/icoUGM-109A.jpg","mm-38.xml","Tomahawk Land Attack Missile-Nuclear (TLAM-N) sub-launched version","2500 km range 200 kT warhead, Block II","455","Nuclear-200kT","0","4","-30","34567","20","2500","0.85","","","0","0","238","-3.3","MissileRCS1","3","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","20","109.258","0.108","0.135","0.09","0.8","1.2","35000","19","7010","14000","200","","0","0","256","5000","1","1","64","500","1","1","8","100","1","1","4","500","1","1","0.01","50","3","1","0","0","1","1","0","0","1","1","0","0","3","1","TestMissileDmg"
"UGM-109B","","5","64","0","1315","2","1984","1993","","","","mis/icoUGM-109B.jpg","mm-38.xml","Tomahawk Anti-Ship Missile (TASM).","560 km range. In-service dates are guess.","682.5","Pen450kg","0","1","-40","34567","2","600","0.85","","","0","0","0","-3.3","MissileRCS1","3","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","20","109.258","0.108","0.135","0.09","0.8","1.2","51173","6","7010","2435","200","Harpoon Seeker","0","0","150","100","1","1","20","40","1","1","0.01","0.01","2","2","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"UGM-109C","","5","64","0","1315","2","1994","2999","","","","mis/icoUGM-109C.jpg","mm-38.xml","Tomahawk Land Attack Missile (TLAM) Block III","1600 km range","682.5","Pen450kg","0","4","-30","34567","2","1600","0.85","","","0","0","0","-3.3","MissileRCS1","3","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","20","109.258","0.108","0.135","0.09","0.8","1.2","51173","6","7010","6937.8","200","Generic Cruise Missile Seeker","0","1","80","100","1","1","20","60","1","1","2","55","1","1","0.5","0","2","2","0","0","1","1","0","0","2","1","0","0","0","0","0","0","0","0","TestMissileDmg"
