"DatabaseClass text primary key","NATO_ASCC text","ModelClassId integer","ClassificationId integer","Cost numeric","Weight_kg numeric","Volume_m3 numeric","InitialYear numeric","FinalYear numeric","Country text","Designation text","ImageList text","IconFileName text","ModelFileName text","Description text","Notes text","MaxSpeed_kts numeric","Accel_ktsps numeric","TurnRate_degps numeric","FuelCapacity_kg numeric","FuelRate_kgps real","Toughness numeric","DamageEffect text","Draft_m real","FlightportClass text","RCS_dBsm real","RCS_Model text","OpticalCrossSection_dBsm real","IRSignature_dB real","IR_ModelA text","IR_ModelB text","IR_ModelC text","EffectiveHeight_m numeric","TS numeric","TS_Model text","AcousticModel text","SL_Model text"
"Pr 205 Tsunami","Osa I","1","17","20000000","171500","0","1960","1994.26","Russia","PTG","","NONE","sovremenny.xml","The Project 205 Tsunami, more commonly known by their NATO reporting name Osa, are a class of missile boats developed for the Soviet Navy in the early 1960s. The Osas are probably the most numerous class of missile boats ever built, with over 400 vessels constructed for both the Soviet Navy and for export to allied countries. 'Osa' means 'wasp' in Russian, but it is not an official name. The boats were designated as 'large missile cutters' in the Soviet Navy.","while there are 281 Osa's of the various types, there will not be 281 names provided.  For one I lack information on the correct names, for two there is a lack of info on dates, comission and decomission.  I will instead only include those for which I have both dates, this should still yield far more than will be needed in any scenario.  58 Osa I's given names and dates","38.5","1.5","11","24010","0.051873009","200","Ship200Dmg","10","","23.06","ShipRCS1","29.003","17.232","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
"Pr 205ER Tsunami (Algeria)","Osa II (Algeria)","1","17","20000000","171500","0","1976","2010","Algeria","PTG","","NONE","sovremenny.xml","Upgraded Project 205 with tube-shaped missile launchers for the improved P-15U missile.  The Project 205 Tsunami, more commonly known by their NATO reporting name Osa, are a class of missile boats developed for the Soviet Navy in the early 1960s. The Osas are probably the most numerous class of missile boats ever built, with over 400 vessels constructed for both the Soviet Navy and for export to allied countries. 'Osa' means 'wasp' in Russian, but it is not an official name. The boats were designated as 'large missile cutters' in the Soviet Navy.","","38.5","1.5","11","24010","0.061753582","200","Ship200Dmg","10","","23.06","ShipRCS1","29.003","17.232","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
"Pr 205ER Tsunami (Angola)","Osa II (Angola)","1","17","20000000","171500","0","1982.74","2003","Angola","PTG","","NONE","sovremenny.xml","Upgraded Project 205 with tube-shaped missile launchers for the improved P-15U missile.  The Project 205 Tsunami, more commonly known by their NATO reporting name Osa, are a class of missile boats developed for the Soviet Navy in the early 1960s. The Osas are probably the most numerous class of missile boats ever built, with over 400 vessels constructed for both the Soviet Navy and for export to allied countries. 'Osa' means 'wasp' in Russian, but it is not an official name. The boats were designated as 'large missile cutters' in the Soviet Navy.","","38.5","1.5","11","24010","0.061753582","200","Ship200Dmg","10","","23.06","ShipRCS1","29.003","17.232","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
"Pr 205ER Tsunami (Azerbaijan)","Osa II (Azerbaijan)","1","17","20000000","171500","0","1992.5","2999","Azerbaijan","PT","","NONE","sovremenny.xml","Ex Soviet OAS II, minus the SSM launchers, for patrol purposes.","","38.5","1.5","11","24010","0.061753582","200","Ship200Dmg","10","","23.06","ShipRCS1","29.003","17.232","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
"Pr 205ER Tsunami (Bangladesh)","Osa II (Bangladesh)","1","17","20000000","171500","0","1988.59","2999","Bangladesh","PTG","","NONE","sovremenny.xml","Upgraded Project 205 with tube-shaped missile launchers for the improved P-15U missile.  The Project 205 Tsunami, more commonly known by their NATO reporting name Osa, are a class of missile boats developed for the Soviet Navy in the early 1960s. The Osas are probably the most numerous class of missile boats ever built, with over 400 vessels constructed for both the Soviet Navy and for export to allied countries. 'Osa' means 'wasp' in Russian, but it is not an official name. The boats were designated as 'large missile cutters' in the Soviet Navy.","","38.5","1.5","11","24010","0.061753582","200","Ship200Dmg","10","","23.06","ShipRCS1","29.003","17.232","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
"Pr 205ER Tsunami (Bulgaria)","Osa II (Bulgaria)","1","17","20000000","171500","0","1977.1","2999","Bulgaria","PTG","","NONE","sovremenny.xml","Upgraded Project 205 with tube-shaped missile launchers for the improved P-15U missile.  The Project 205 Tsunami, more commonly known by their NATO reporting name Osa, are a class of missile boats developed for the Soviet Navy in the early 1960s. The Osas are probably the most numerous class of missile boats ever built, with over 400 vessels constructed for both the Soviet Navy and for export to allied countries. 'Osa' means 'wasp' in Russian, but it is not an official name. The boats were designated as 'large missile cutters' in the Soviet Navy.","","38.5","1.5","11","24010","0.061753582","200","Ship200Dmg","10","","23.06","ShipRCS1","29.003","17.232","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
"Pr 205ER Tsunami (Cuba)","Osa II (Cuba)","1","17","20000000","171500","0","1976","2999","Cuba","PTG","","NONE","sovremenny.xml","Upgraded Project 205 with tube-shaped missile launchers for the improved P-15U missile.  The Project 205 Tsunami, more commonly known by their NATO reporting name Osa, are a class of missile boats developed for the Soviet Navy in the early 1960s. The Osas are probably the most numerous class of missile boats ever built, with over 400 vessels constructed for both the Soviet Navy and for export to allied countries. 'Osa' means 'wasp' in Russian, but it is not an official name. The boats were designated as 'large missile cutters' in the Soviet Navy.","","38.5","1.5","11","24010","0.061753582","200","Ship200Dmg","10","","23.06","ShipRCS1","29.003","17.232","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
"Pr 205ER Tsunami (Eritrea)","Osa II (Eritrea)","1","17","20000000","171500","0","1994","2999","Eritrea","PTG","","NONE","sovremenny.xml","Upgraded Project 205 with tube-shaped missile launchers for the improved P-15U missile.  The Project 205 Tsunami, more commonly known by their NATO reporting name Osa, are a class of missile boats developed for the Soviet Navy in the early 1960s. The Osas are probably the most numerous class of missile boats ever built, with over 400 vessels constructed for both the Soviet Navy and for export to allied countries. 'Osa' means 'wasp' in Russian, but it is not an official name. The boats were designated as 'large missile cutters' in the Soviet Navy.","","38.5","1.5","11","24010","0.061753582","200","Ship200Dmg","10","","23.06","ShipRCS1","29.003","17.232","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
"Pr 205ER Tsunami (Ethiopia)","Osa II (Ethiopia)","1","17","20000000","171500","0","1978","1994","Ethiopia","PTG","","NONE","sovremenny.xml","Upgraded Project 205 with tube-shaped missile launchers for the improved P-15U missile.  The Project 205 Tsunami, more commonly known by their NATO reporting name Osa, are a class of missile boats developed for the Soviet Navy in the early 1960s. The Osas are probably the most numerous class of missile boats ever built, with over 400 vessels constructed for both the Soviet Navy and for export to allied countries. 'Osa' means 'wasp' in Russian, but it is not an official name. The boats were designated as 'large missile cutters' in the Soviet Navy.","","38.5","1.5","11","24010","0.061753582","200","Ship200Dmg","10","","23.06","ShipRCS1","29.003","17.232","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
"Pr 205ER Tsunami (Finland)","Osa II (Finland)","1","17","20000000","171500","0","1974","1996","Finland","PTG","","NONE","sovremenny.xml","Upgraded Project 205 with tube-shaped missile launchers for the improved P-15U missile.  The Project 205 Tsunami, more commonly known by their NATO reporting name Osa, are a class of missile boats developed for the Soviet Navy in the early 1960s. The Osas are probably the most numerous class of missile boats ever built, with over 400 vessels constructed for both the Soviet Navy and for export to allied countries. 'Osa' means 'wasp' in Russian, but it is not an official name. The boats were designated as 'large missile cutters' in the Soviet Navy.","","38.5","1.5","11","24010","0.061753582","200","Ship200Dmg","10","","23.06","ShipRCS1","29.003","17.232","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
"Pr 205ER Tsunami (India)","Osa II (India)","1","17","20000000","171500","0","1976.13","2005.34","India","PTG","","NONE","sovremenny.xml","Upgraded Project 205 with tube-shaped missile launchers for the improved P-15U missile.  The Project 205 Tsunami, more commonly known by their NATO reporting name Osa, are a class of missile boats developed for the Soviet Navy in the early 1960s. The Osas are probably the most numerous class of missile boats ever built, with over 400 vessels constructed for both the Soviet Navy and for export to allied countries. 'Osa' means 'wasp' in Russian, but it is not an official name. The boats were designated as 'large missile cutters' in the Soviet Navy.","","38.5","1.5","11","24010","0.061753582","200","Ship200Dmg","10","","23.06","ShipRCS1","29.003","17.232","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
"Pr 205ER Tsunami (Iran)","Osa II (Iran)","1","17","20000000","171500","0","1991","2999","Iran","PTG","","NONE","sovremenny.xml","Upgraded Project 205 with tube-shaped missile launchers for the improved P-15U missile.  The Project 205 Tsunami, more commonly known by their NATO reporting name Osa, are a class of missile boats developed for the Soviet Navy in the early 1960s. The Osas are probably the most numerous class of missile boats ever built, with over 400 vessels constructed for both the Soviet Navy and for export to allied countries. 'Osa' means 'wasp' in Russian, but it is not an official name. The boats were designated as 'large missile cutters' in the Soviet Navy.","","38.5","1.5","11","24010","0.061753582","200","Ship200Dmg","10","","23.06","ShipRCS1","29.003","17.232","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
"Pr 205ER Tsunami (Iraq)","Osa II (Iraq)","1","17","20000000","171500","0","1974","1991","Iraq","PTG","","NONE","sovremenny.xml","Upgraded Project 205 with tube-shaped missile launchers for the improved P-15U missile.  The Project 205 Tsunami, more commonly known by their NATO reporting name Osa, are a class of missile boats developed for the Soviet Navy in the early 1960s. The Osas are probably the most numerous class of missile boats ever built, with over 400 vessels constructed for both the Soviet Navy and for export to allied countries. 'Osa' means 'wasp' in Russian, but it is not an official name. The boats were designated as 'large missile cutters' in the Soviet Navy.","","38.5","1.5","11","24010","0.061753582","200","Ship200Dmg","10","","23.06","ShipRCS1","29.003","17.232","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
"Pr 205ER Tsunami (Somalia)","Osa II (Somalia)","1","17","20000000","171500","0","1978.92","1991","Somalia","PTG","","NONE","sovremenny.xml","Upgraded Project 205 with tube-shaped missile launchers for the improved P-15U missile.  The Project 205 Tsunami, more commonly known by their NATO reporting name Osa, are a class of missile boats developed for the Soviet Navy in the early 1960s. The Osas are probably the most numerous class of missile boats ever built, with over 400 vessels constructed for both the Soviet Navy and for export to allied countries. 'Osa' means 'wasp' in Russian, but it is not an official name. The boats were designated as 'large missile cutters' in the Soviet Navy.","","38.5","1.5","11","24010","0.061753582","200","Ship200Dmg","10","","23.06","ShipRCS1","29.003","17.232","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
"Pr 205ER Tsunami (Syria)","Osa II (Syria)","1","17","20000000","171500","0","1978.67","2999","Syria","PTG","","NONE","sovremenny.xml","Upgraded Project 205 with tube-shaped missile launchers for the improved P-15U missile.  The Project 205 Tsunami, more commonly known by their NATO reporting name Osa, are a class of missile boats developed for the Soviet Navy in the early 1960s. The Osas are probably the most numerous class of missile boats ever built, with over 400 vessels constructed for both the Soviet Navy and for export to allied countries. 'Osa' means 'wasp' in Russian, but it is not an official name. The boats were designated as 'large missile cutters' in the Soviet Navy.","","38.5","1.5","11","24010","0.061753582","200","Ship200Dmg","10","","23.06","ShipRCS1","29.003","17.232","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
"Pr 205ER Tsunami (Vietnam)","Osa II (Vietnam)","1","17","20000000","171500","0","1979.75","2010","Vietnam","PTG","","NONE","sovremenny.xml","Upgraded Project 205 with tube-shaped missile launchers for the improved P-15U missile.  The Project 205 Tsunami, more commonly known by their NATO reporting name Osa, are a class of missile boats developed for the Soviet Navy in the early 1960s. The Osas are probably the most numerous class of missile boats ever built, with over 400 vessels constructed for both the Soviet Navy and for export to allied countries. 'Osa' means 'wasp' in Russian, but it is not an official name. The boats were designated as 'large missile cutters' in the Soviet Navy.","","38.5","1.5","11","24010","0.061753582","200","Ship200Dmg","10","","23.06","ShipRCS1","29.003","17.232","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
