DatabaseClass text primary key,Top_dB real,Bottom_dB real,Aspect0 real,Aspect10 real,Aspect20 real,Aspect30 real,Aspect40 real,Aspect50 real,Aspect60 real,Aspect70 real,Aspect80 real,Aspect90 real,Aspect100 real,Aspect110 real,Aspect120 real,Aspect130 real,Aspect140 real,Aspect150 real,Aspect160 real,Aspect170 real,Aspect180 real
"IR_M_L_R_Super_M5.8","11.11","11.11","14.11","14.11","14.11","12.11","11.11","10.11","10.11","10.11","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M6","11.41","11.41","14.41","14.41","14.41","12.41","11.41","10.41","10.41","10.41","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M6.2","11.69","11.69","14.69","14.69","14.69","12.69","11.69","10.69","10.69","10.69","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M6.4","11.97","11.97","14.97","14.97","14.97","12.97","11.97","10.97","10.97","10.97","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_L_R_Super_M6.5","12.1","12.1","15.1","15.1","15.1","13.1","12.1","11.1","11.1","11.1","3.16","5.71","7.14","8.21","9.18","9.97","9.97","11.22","11.73","12.5","13.16"
"IR_M_VL_R_M0.85","-4.63","-4.63","-1.63","-1.63","-1.63","-3.63","-4.63","-5.63","-5.63","-5.63","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M1.1","-2.37","-2.37","0.63","0.63","0.63","-1.37","-2.37","-3.37","-3.37","-3.37","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M1.2","-1.57","-1.57","1.43","1.43","1.43","-0.57","-1.57","-2.57","-2.57","-2.57","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M1.3","-0.89","-0.89","2.11","2.11","2.11","0.11","-0.89","-1.89","-1.89","-1.89","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M1.4","-0.27","-0.27","2.73","2.73","2.73","0.73","-0.27","-1.27","-1.27","-1.27","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M1.5","0.34","0.34","3.34","3.34","3.34","1.34","0.34","-0.66","-0.66","-0.66","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M1.6","0.91","0.91","3.91","3.91","3.91","1.91","0.91","-0.09","-0.09","-0.09","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M1.7","1.44","1.44","4.44","4.44","4.44","2.44","1.44","0.44","0.44","0.44","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M1.8","1.93","1.93","4.93","4.93","4.93","2.93","1.93","0.93","0.93","0.93","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M1.9","2.42","2.42","5.42","5.42","5.42","3.42","2.42","1.42","1.42","1.42","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M2","2.86","2.86","5.86","5.86","5.86","3.86","2.86","1.86","1.86","1.86","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M2.1","3.29","3.29","6.29","6.29","6.29","4.29","3.29","2.29","2.29","2.29","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M2.2","3.7","3.7","6.7","6.7","6.7","4.7","3.7","2.7","2.7","2.7","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M2.3","4.07","4.07","7.07","7.07","7.07","5.07","4.07","3.07","3.07","3.07","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M2.4","4.45","4.45","7.45","7.45","7.45","5.45","4.45","3.45","3.45","3.45","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M2.5","4.8","4.8","7.8","7.8","7.8","5.8","4.8","3.8","3.8","3.8","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M2.6","5.14","5.14","8.14","8.14","8.14","6.14","5.14","4.14","4.14","4.14","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M2.7","5.47","5.47","8.47","8.47","8.47","6.47","5.47","4.47","4.47","4.47","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M2.8","5.78","5.78","8.78","8.78","8.78","6.78","5.78","4.78","4.78","4.78","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M2.9","6.09","6.09","9.09","9.09","9.09","7.09","6.09","5.09","5.09","5.09","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M3","6.38","6.38","9.38","9.38","9.38","7.38","6.38","5.38","5.38","5.38","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M3.2","6.95","6.95","9.95","9.95","9.95","7.95","6.95","5.95","5.95","5.95","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M3.4","7.47","7.47","10.47","10.47","10.47","8.47","7.47","6.47","6.47","6.47","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M3.6","7.97","7.97","10.97","10.97","10.97","8.97","7.97","6.97","6.97","6.97","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M3.8","8.44","8.44","11.44","11.44","11.44","9.44","8.44","7.44","7.44","7.44","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M4","8.89","8.89","11.89","11.89","11.89","9.89","8.89","7.89","7.89","7.89","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M4.2","9.31","9.31","12.31","12.31","12.31","10.31","9.31","8.31","8.31","8.31","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M4.4","9.71","9.71","12.71","12.71","12.71","10.71","9.71","8.71","8.71","8.71","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M4.6","10.1","10.1","13.1","13.1","13.1","11.1","10.1","9.1","9.1","9.1","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M4.8","10.47","10.47","13.47","13.47","13.47","11.47","10.47","9.47","9.47","9.47","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M5","10.82","10.82","13.82","13.82","13.82","11.82","10.82","9.82","9.82","9.82","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M5.2","11.16","11.16","14.16","14.16","14.16","12.16","11.16","10.16","10.16","10.16","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M5.4","11.49","11.49","14.49","14.49","14.49","12.49","11.49","10.49","10.49","10.49","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M5.6","11.81","11.81","14.81","14.81","14.81","12.81","11.81","10.81","10.81","10.81","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M5.8","12.11","12.11","15.11","15.11","15.11","13.11","12.11","11.11","11.11","11.11","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M6","12.41","12.41","15.41","15.41","15.41","13.41","12.41","11.41","11.41","11.41","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M6.2","12.69","12.69","15.69","15.69","15.69","13.69","12.69","11.69","11.69","11.69","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M6.4","12.97","12.97","15.97","15.97","15.97","13.97","12.97","11.97","11.97","11.97","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_M_VL_R_Super_M6.5","13.1","13.1","16.1","16.1","16.1","14.1","13.1","12.1","12.1","12.1","3.66","6.21","7.64","8.71","9.68","10.47","10.47","11.72","12.23","13","13.66"
"IR_Rot_S_1","-1.87","-2.37","-2.37","-2.37","-2.37","-2.67","-3.02","-2.62","-3.12","-3.67","-1.38","1.63","3.39","4.64","5.61","6.4","7.07","7.65","8.16","8.62","8.62"
"IR_Rot_S_2","-1.87","-2.37","-2.37","-2.37","-2.37","-2.67","-3.02","-2.62","-3.12","-3.67","1.62","4.63","6.39","7.64","8.61","9.4","10.07","10.65","11.16","11.62","11.62"
"IR_Rot_M_1","-1.37","-1.87","-1.87","-1.87","-1.87","-2.17","-2.52","-2.12","-2.62","-3.17","-1.38","1.63","3.39","4.64","5.61","6.4","7.07","7.65","8.16","8.62","8.62"
"IR_Rot_M_2","-1.37","-1.87","-1.87","-1.87","-1.87","-2.17","-2.52","-2.12","-2.62","-3.17","1.62","4.63","6.39","7.64","8.61","9.4","10.07","10.65","11.16","11.62","11.62"
"IR_Rot_L_1","-0.87","-1.37","-1.37","-1.37","-1.37","-1.67","-2.02","-1.62","-2.12","-2.67","-1.38","1.63","3.39","4.64","5.61","6.4","7.07","7.65","8.16","8.62","8.62"
"IR_Rot_L_2","-0.87","-1.37","-1.37","-1.37","-1.37","-1.67","-2.02","-1.62","-2.12","-2.67","1.62","4.63","6.39","7.64","8.61","9.4","10.07","10.65","11.16","11.62","11.62"
"IR_Rot_S_1V","-1.87","-2.37","-2.37","-2.37","-2.37","-2.67","-3.02","-2.62","-4.05","-1.04","0.72","1.39","1.97","2.48","2.94","3.73","4.4","4.98","5.49","5.95","5.95"
"IR_Rot_S_2V","-1.87","-2.37","-2.37","-2.37","-2.37","-2.67","-3.02","-2.62","-1.05","1.96","3.72","4.39","4.97","5.48","5.94","6.73","7.4","7.98","8.49","8.95","8.95"
"IR_Rot_M_1V","-1.37","-1.87","-1.87","-1.87","-1.87","-2.17","-2.52","-2.12","-4.05","-1.04","0.72","1.39","1.97","2.48","2.94","3.73","4.4","4.98","5.49","5.95","5.95"
"IR_Rot_M_2V","-1.37","-1.87","-1.87","-1.87","-1.87","-2.17","-2.52","-2.12","-1.05","1.96","3.72","4.39","4.97","5.48","5.94","6.73","7.4","7.98","8.49","8.95","8.95"
"IR_Rot_L_1V","-0.87","-1.37","-1.37","-1.37","-1.37","-1.67","-2.02","-1.62","-4.05","-1.04","0.72","1.39","1.97","2.48","2.94","3.73","4.4","4.98","5.49","5.95","5.95"
"IR_Rot_L_2V","-0.87","-1.37","-1.37","-1.37","-1.37","-1.67","-2.02","-1.62","-1.05","1.96","3.72","4.39","4.97","5.48","5.94","6.73","7.4","7.98","8.49","8.95","8.95"
"IR_FW_M_H_HP_2_M0.85","2.37","2.37","4.37","4.37","4.37","3.37","3.37","2.37","2.37","2.37","2.37","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_AB_M0.85","2.37","2.37","4.37","4.37","4.37","3.37","3.37","2.37","2.37","2.37","2.37","7.63","10.18","11.61","12.68","13.65","14.62","14.62","15.62","16.61","17.63"
"IR_FW_M_H_HP_2_Super_M1.1","6.63","6.63","6.63","6.63","6.63","5.63","4.63","4.63","3.63","3.63","3.63","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M1.2","7.05","7.05","7.05","7.05","7.05","6.05","5.05","5.05","4.05","4.05","4.05","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M1.3","7.43","7.43","7.43","7.43","7.43","6.43","5.43","5.43","4.43","4.43","4.43","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M1.4","7.81","7.81","7.81","7.81","7.81","6.81","5.81","5.81","4.81","4.81","4.81","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M1.5","8.2","8.2","8.2","8.2","8.2","7.2","6.2","6.2","5.2","5.2","5.2","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M1.6","8.57","8.57","8.57","8.57","8.57","7.57","6.57","6.57","5.57","5.57","5.57","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M1.7","8.94","8.94","8.94","8.94","8.94","7.94","6.94","6.94","5.94","5.94","5.94","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M1.8","9.29","9.29","9.29","9.29","9.29","8.29","7.29","7.29","6.29","6.29","6.29","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M1.9","9.65","9.65","9.65","9.65","9.65","8.65","7.65","7.65","6.65","6.65","6.65","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M2","9.99","9.99","9.99","9.99","9.99","8.99","7.99","7.99","6.99","6.99","6.99","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M2.1","10.32","10.32","10.32","10.32","10.32","9.32","8.32","8.32","7.32","7.32","7.32","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M2.2","10.64","10.64","10.64","10.64","10.64","9.64","8.64","8.64","7.64","7.64","7.64","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M2.3","10.95","10.95","10.95","10.95","10.95","9.95","8.95","8.95","7.95","7.95","7.95","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M2.4","11.26","11.26","11.26","11.26","11.26","10.26","9.26","9.26","8.26","8.26","8.26","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M2.5","11.55","11.55","11.55","11.55","11.55","10.55","9.55","9.55","8.55","8.55","8.55","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M2.6","11.84","11.84","11.84","11.84","11.84","10.84","9.84","9.84","8.84","8.84","8.84","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M2.7","12.12","12.12","12.12","12.12","12.12","11.12","10.12","10.12","9.12","9.12","9.12","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M2.8","12.39","12.39","12.39","12.39","12.39","11.39","10.39","10.39","9.39","9.39","9.39","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M2.9","12.66","12.66","12.66","12.66","12.66","11.66","10.66","10.66","9.66","9.66","9.66","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M3","12.92","12.92","12.92","12.92","12.92","11.92","10.92","10.92","9.92","9.92","9.92","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M3.2","13.42","13.42","13.42","13.42","13.42","12.42","11.42","11.42","10.42","10.42","10.42","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M3.4","13.89","13.89","13.89","13.89","13.89","12.89","11.89","11.89","10.89","10.89","10.89","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_M_H_HP_2_Super_M3.6","14.34","14.34","14.34","14.34","14.34","13.34","12.34","12.34","11.34","11.34","11.34","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_4_M0.85","3.37","3.37","5.37","5.37","5.37","4.37","4.37","3.37","3.37","3.37","3.37","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_AB_M0.85","3.37","3.37","5.37","5.37","5.37","4.37","4.37","3.37","3.37","3.37","3.37","10.63","13.18","14.61","15.68","16.65","17.62","17.62","18.62","19.61","20.63"
"IR_FW_L_H_HP_4_Super_M1.1","7.63","7.63","7.63","7.63","7.63","6.63","5.63","5.63","4.63","4.63","4.63","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M1.2","8.05","8.05","8.05","8.05","8.05","7.05","6.05","6.05","5.05","5.05","5.05","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M1.3","8.43","8.43","8.43","8.43","8.43","7.43","6.43","6.43","5.43","5.43","5.43","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M1.4","8.81","8.81","8.81","8.81","8.81","7.81","6.81","6.81","5.81","5.81","5.81","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M1.5","9.2","9.2","9.2","9.2","9.2","8.2","7.2","7.2","6.2","6.2","6.2","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M1.6","9.57","9.57","9.57","9.57","9.57","8.57","7.57","7.57","6.57","6.57","6.57","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M1.7","9.94","9.94","9.94","9.94","9.94","8.94","7.94","7.94","6.94","6.94","6.94","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M1.8","10.29","10.29","10.29","10.29","10.29","9.29","8.29","8.29","7.29","7.29","7.29","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M1.9","10.65","10.65","10.65","10.65","10.65","9.65","8.65","8.65","7.65","7.65","7.65","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M2","10.99","10.99","10.99","10.99","10.99","9.99","8.99","8.99","7.99","7.99","7.99","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M2.1","11.32","11.32","11.32","11.32","11.32","10.32","9.32","9.32","8.32","8.32","8.32","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M2.2","11.64","11.64","11.64","11.64","11.64","10.64","9.64","9.64","8.64","8.64","8.64","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M2.3","11.95","11.95","11.95","11.95","11.95","10.95","9.95","9.95","8.95","8.95","8.95","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M2.4","12.26","12.26","12.26","12.26","12.26","11.26","10.26","10.26","9.26","9.26","9.26","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M2.5","12.55","12.55","12.55","12.55","12.55","11.55","10.55","10.55","9.55","9.55","9.55","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M2.6","12.84","12.84","12.84","12.84","12.84","11.84","10.84","10.84","9.84","9.84","9.84","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M2.7","13.12","13.12","13.12","13.12","13.12","12.12","11.12","11.12","10.12","10.12","10.12","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M2.8","13.39","13.39","13.39","13.39","13.39","12.39","11.39","11.39","10.39","10.39","10.39","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M2.9","13.66","13.66","13.66","13.66","13.66","12.66","11.66","11.66","10.66","10.66","10.66","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M3","13.92","13.92","13.92","13.92","13.92","12.92","11.92","11.92","10.92","10.92","10.92","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M3.2","14.42","14.42","14.42","14.42","14.42","13.42","12.42","12.42","11.42","11.42","11.42","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M3.4","14.89","14.89","14.89","14.89","14.89","13.89","12.89","12.89","11.89","11.89","11.89","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_L_H_HP_4_Super_M3.6","15.34","15.34","15.34","15.34","15.34","14.34","13.34","13.34","12.34","12.34","12.34","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"F-117M0.85","-0.63","-0.63","1.37","1.37","1.37","0.37","0.37","-0.63","-0.63","-0.63","-0.63","-0.63","-0.63","-0.13","-0.13","0.37","0.87","1.89","4.9","6.66","7.91"
"F-117M1.2","2.05","2.05","4.05","4.05","4.05","3.05","3.05","2.05","2.05","2.05","2.05","2.05","2.05","2.55","2.55","3.05","3.55","1.89","4.9","6.66","7.91"
"B-2M0.85","3.37","3.37","5.37","5.37","5.37","4.37","4.37","3.37","3.37","3.37","3.37","3.37","3.37","3.87","3.87","4.37","4.87","2.62","5.63","7.39","8.64"
"B-2M1.2","6.05","6.05","8.05","8.05","8.05","7.05","7.05","6.05","6.05","6.05","6.05","6.05","6.05","6.55","6.55","7.05","7.55","2.62","5.63","7.39","8.64"
"IR_Rot_L_3","-0.87","-1.37","-1.37","-1.37","-1.37","-1.67","-2.02","-1.62","-2.12","-2.67","1.62","4.63","6.39","7.64","8.61","9.4","10.07","10.65","11.16","11.62","11.62"
"IR_FW_M_H_TP_2_M0.85","2.37","2.37","4.37","4.37","4.37","3.37","3.37","2.37","2.37","2.37","2.37","1.62","4.17","5.6","6.67","7.64","8.61","8.61","9.61","10.6","11.62"
"IR_FW_M_H_TP_2_Super_M1.1","4.63","4.63","6.63","6.63","6.63","5.63","5.63","4.63","4.63","4.63","4.63","1.62","4.17","5.6","6.67","7.64","8.61","8.61","9.61","10.6","11.62"
"IR_FW_M_H_TP_4_M0.85","2.37","2.37","4.37","4.37","4.37","3.37","3.37","2.37","2.37","2.37","2.37","4.62","7.17","8.6","9.67","10.64","11.61","11.61","12.61","13.6","14.62"
"IR_FW_M_H_TP_4_Super_M1.1","4.63","4.63","6.63","6.63","6.63","5.63","5.63","4.63","4.63","4.63","4.63","4.62","7.17","8.6","9.67","10.64","11.61","11.61","12.61","13.6","14.62"
"IR_FW_L_H_TP_2_M0.85","3.37","3.37","5.37","5.37","5.37","4.37","4.37","3.37","3.37","3.37","3.37","1.62","4.17","5.6","6.67","7.64","8.61","8.61","9.61","10.6","11.62"
"IR_FW_L_H_TP_2_Super_M1.1","5.63","5.63","7.63","7.63","7.63","6.63","6.63","5.63","5.63","5.63","5.63","1.62","4.17","5.6","6.67","7.64","8.61","8.61","9.61","10.6","11.62"
"IR_FW_L_H_TP_4_M0.85","3.37","3.37","5.37","5.37","5.37","4.37","4.37","3.37","3.37","3.37","3.37","4.62","7.17","8.6","9.67","10.64","11.61","11.61","12.61","13.6","14.62"
"IR_FW_L_H_TP_4_Super_M1.1","5.63","5.63","7.63","7.63","7.63","6.63","6.63","5.63","5.63","5.63","5.63","4.62","7.17","8.6","9.67","10.64","11.61","11.61","12.61","13.6","14.62"
"IR_FW_VL_H_TP_2_M0.85","3.87","3.87","5.87","5.87","5.87","4.87","4.87","3.87","3.87","3.87","3.87","1.62","4.17","5.6","6.67","7.64","8.61","8.61","9.61","10.6","11.62"
"IR_FW_VL_H_TP_2_Super_M1.1","6.13","6.13","8.13","8.13","8.13","7.13","7.13","6.13","6.13","6.13","6.13","1.62","4.17","5.6","6.67","7.64","8.61","8.61","9.61","10.6","11.62"
"IR_FW_VL_H_TP_4_M0.85","3.87","3.87","5.87","5.87","5.87","4.87","4.87","3.87","3.87","3.87","3.87","4.62","7.17","8.6","9.67","10.64","11.61","11.61","12.61","13.6","14.62"
"IR_FW_VL_H_TP_4_Super_M1.1","6.13","6.13","8.13","8.13","8.13","7.13","7.13","6.13","6.13","6.13","6.13","4.62","7.17","8.6","9.67","10.64","11.61","11.61","12.61","13.6","14.62"
"IR_FW_S_F_P_1_M0.85","-2.37","-2.37","-0.37","-0.37","-0.37","-1.37","-1.37","-2.37","-2.37","-2.37","-2.37","-4.05","-1.5","-0.07","1","1.97","2.94","2.94","3.94","4.93","5.95"
"IR_FW_S_F_P_1_Super_M1.1","-0.11","-0.11","1.89","1.89","1.89","0.89","0.89","-0.11","-0.11","-0.11","-0.11","-4.05","-1.5","-0.07","1","1.97","2.94","2.94","3.94","4.93","5.95"
"IR_FW_M_F_P_1_M0.85","-0.63","-0.63","1.37","1.37","1.37","0.37","0.37","-0.63","-0.63","-0.63","-0.63","-4.05","-1.5","-0.07","1","1.97","2.94","2.94","3.94","4.93","5.95"
"IR_FW_M_F_P_1_Super_M1.1","1.63","1.63","3.63","3.63","3.63","2.63","2.63","1.63","1.63","1.63","1.63","-4.05","-1.5","-0.07","1","1.97","2.94","2.94","3.94","4.93","5.95"
"IR_FW_L_F_P_1_M0.85","1.13","1.13","3.13","3.13","3.13","2.13","2.13","1.13","1.13","1.13","1.13","-4.05","-1.5","-0.07","1","1.97","2.94","2.94","3.94","4.93","5.95"
"IR_FW_L_F_P_1_Super_M1.1","3.39","3.39","5.39","5.39","5.39","4.39","4.39","3.39","3.39","3.39","3.39","-4.05","-1.5","-0.07","1","1.97","2.94","2.94","3.94","4.93","5.95"
"IR_FW_VL_F_P_1_M0.85","1.37","1.37","3.37","3.37","3.37","2.37","2.37","1.37","1.37","1.37","1.37","-4.05","-1.5","-0.07","1","1.97","2.94","2.94","3.94","4.93","5.95"
