DatabaseClass text,MagazineId numeric,Item text,Quantity numeric
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","GBU-16/B","69"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","GBU-24/B","34"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","GBU-24B/B","34"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","GBU-27","34"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","GBU-28B/B","56"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","LOFAR (90) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","LOFAR (95) Sonobuoy","1740"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","Mk-36 DST","2"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","Mk-40 DST","2"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","Mk-41 DST","2"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","Mk-46 Mod5","96"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","Mk-50","94"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","Mk-57 Mine","15"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","Mk-59 DST","2"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","Mk-60 CAPTOR","11"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","Mk-81","313"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","Mk-82","334"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","Mk-83","174"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","Mk-84","75"
"CV-62 (Forrestal) USS Independence(SLEP) 1998.000-M","1","RIM-7P(v1)","72"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","0","Fuel","7795035"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","20mm PGU-28/B","1712"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","300 gallon tank","156"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","300 gallon wing tank","40"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","370 gallon wing tank","48"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","50mm (2in) FFAR Rockets","8683"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","600 gallon centerline tank","24"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","AGM-12C","11"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","AGM-45A","45"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","AGM-45B","51"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","AGM-78D","11"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","AIM-7E","285"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","AIM-7F","86"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","AIM-9H","348"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","AIM-9J","51"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","B-43 1MT","44"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","B-43 300kT","44"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","B-43 700kT","44"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","B-43 70kT","44"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","B-57 Mod0 5kT","44"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","B-57 Mod1 10kT","44"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","B-57 Mod3 15kT","44"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","B-57 Mod5 20kT","44"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","B-61 10kT","44"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","B-61 170kT","44"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","B-61 1kT","44"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","B-61 340kT","44"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","B-61 5kT","44"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","B-61 60kT","44"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","B-61 80kT","44"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Chaff-1","7374"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Flare-1","7374"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","GBU-12/B","34"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","GBU-15/B","34"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","GBU-16/B","34"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","M117","683"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","M118","93"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk 16 Zuni FFAR","4948"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk 71 Zuni WAFAR","4948"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk-10 Mod5 Mine","35"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk-10 Mod6 Mine","35"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk-25 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk-36 DST","81"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk-36 Mod1 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk-36 Mod2 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk-39 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk-40 DST","54"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk-40 FFAR","15593"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk-41 DST","16"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk-56 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk-59 DST","54"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk-81","1195"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk-82","1441"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk-83","687"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","Mk-84","175"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","1","RIM-7F","72"
"CVN-68 (Nimitz) USS Nimitz 1975.538-M","2","20mm mark 244-0 ELC","2092"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","0","Fuel","7795035"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","20mm PGU-28/B","1697"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","300 gallon tank","156"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","300 gallon wing tank","40"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","370 gallon wing tank","48"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","50mm (2in) FFAR Rockets","8607"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","600 gallon centerline tank","24"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","AGM-12C","11"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","AGM-45A","26"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","AGM-45B","64"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","AGM-78D","14"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","AIM-7E","282"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","AIM-7F","131"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","AIM-9H","348"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","AIM-9J","64"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","B-43 1MT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","B-43 300kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","B-43 700kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","B-43 70kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","B-57 Mod0 5kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","B-57 Mod1 10kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","B-57 Mod3 15kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","B-57 Mod5 20kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","B-61 10kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","B-61 170kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","B-61 1kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","B-61 340kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","B-61 5kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","B-61 60kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","B-61 80kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Chaff-1","7310"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Flare-1","7310"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","GBU-1/B","10"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","GBU-10/B","5"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","GBU-12/B","34"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","GBU-15/B","34"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","GBU-16/B","34"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","M117","677"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","M118","92"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk 16 Zuni FFAR","4904"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk 71 Zuni WAFAR","4904"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk-10 Mod5 Mine","35"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk-10 Mod6 Mine","35"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk-25 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk-36 DST","81"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk-36 Mod1 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk-36 Mod2 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk-39 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk-40 DST","54"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk-40 FFAR","15457"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk-41 DST","16"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk-56 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk-59 DST","54"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk-81","1184"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk-82","1429"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk-83","681"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","Mk-84","174"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","1","RIM-7F","72"
"CVN-68 (Nimitz) USS Nimitz 1976.000-M","2","20mm mark 244-0 ELC","2092"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","0","Fuel","7795035"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","20mm PGU-28/B","1697"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","300 gallon tank","156"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","300 gallon wing tank","40"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","370 gallon wing tank","48"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","50mm (2in) FFAR Rockets","8607"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","600 gallon centerline tank","24"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","AGM-12C","11"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","AGM-45A","26"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","AGM-45B","64"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","AGM-78D","14"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","AIM-7E","282"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","AIM-7F","131"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","AIM-9H","348"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","AIM-9J","64"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","B-43 1MT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","B-43 300kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","B-43 700kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","B-43 70kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","B-57 Mod0 5kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","B-57 Mod1 10kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","B-57 Mod3 15kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","B-57 Mod5 20kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","B-61 10kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","B-61 170kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","B-61 1kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","B-61 340kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","B-61 5kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","B-61 60kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","B-61 80kT","44"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Chaff-1","7310"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Flare-1","7310"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","GBU-1/B","10"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","GBU-10/B","5"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","GBU-12/B","34"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","GBU-15/B","34"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","GBU-16/B","34"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","M117","677"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","M118","92"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk 16 Zuni FFAR","4904"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk 71 Zuni WAFAR","4904"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk-10 Mod5 Mine","35"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk-10 Mod6 Mine","35"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk-25 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk-36 DST","81"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk-36 Mod1 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk-36 Mod2 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk-39 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk-40 DST","54"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk-40 FFAR","15457"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk-41 DST","16"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk-56 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk-59 DST","54"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk-81","1184"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk-82","1429"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk-83","681"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","Mk-84","174"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","1","RIM-7F","72"
"CVN-68 (Nimitz) USS Nimitz 1976.514-M","2","20mm mark 244-0 ELC","2092"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","0","Fuel","7795035"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","20mm PGU-28/B","1695"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","300 gallon tank","156"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","300 gallon wing tank","40"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","370 gallon wing tank","48"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","50mm (2in) FFAR Rockets","8594"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","600 gallon centerline tank","24"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","AGM-12C","9"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","AGM-45A","7"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","AGM-45B","77"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","AGM-78D","18"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","AIM-7E","282"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","AIM-7F","176"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","AIM-9H","268"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","AIM-9J","2"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","B-43 1MT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","B-43 300kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","B-43 700kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","B-43 70kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","B-57 Mod0 5kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","B-57 Mod1 10kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","B-57 Mod3 15kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","B-57 Mod5 20kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","B-61 10kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","B-61 170kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","B-61 1kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","B-61 340kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","B-61 5kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","B-61 60kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","B-61 80kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Chaff-1","7299"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Flare-1","7299"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","GBU-1/B","16"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","GBU-10/B","8"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","GBU-12/B","34"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","GBU-15/B","34"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","GBU-16/B","34"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","M117","676"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","M118","92"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk 16 Zuni FFAR","4897"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk 71 Zuni WAFAR","4897"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk-10 Mod5 Mine","35"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk-10 Mod6 Mine","35"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk-25 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk-36 DST","82"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk-36 Mod1 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk-36 Mod2 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk-39 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk-40 DST","55"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk-40 FFAR","15433"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk-41 DST","16"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk-56 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk-59 DST","55"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk-81","1183"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk-82","1426"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk-83","680"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","Mk-84","173"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","1","RIM-7F","72"
"CVN-68 (Nimitz) USS Nimitz 1977.000-M","2","20mm mark 244-0 ELC","2092"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","0","Fuel","7795035"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","20mm PGU-28/B","1695"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","300 gallon tank","156"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","300 gallon wing tank","40"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","370 gallon wing tank","48"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","50mm (2in) FFAR Rockets","8597"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","600 gallon centerline tank","24"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","AGM-12C","9"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","AGM-45B","77"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","AGM-78D","18"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","AIM-7E","282"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","AIM-7F","176"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","AIM-9H","268"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","AIM-9J","2"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","B-43 1MT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","B-43 300kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","B-43 700kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","B-43 70kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","B-57 Mod0 5kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","B-57 Mod1 10kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","B-57 Mod3 15kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","B-57 Mod5 20kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","B-61 10kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","B-61 170kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","B-61 1kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","B-61 340kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","B-61 5kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","B-61 60kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","B-61 80kT","44"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Chaff-1","7302"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Flare-1","7302"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","GBU-1/B","16"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","GBU-10/B","8"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","GBU-12/B","34"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","GBU-15/B","34"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","GBU-16/B","34"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","M117","677"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","M118","92"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk 16 Zuni FFAR","4899"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk 71 Zuni WAFAR","4899"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk-10 Mod5 Mine","35"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk-10 Mod6 Mine","35"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk-25 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk-36 DST","82"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk-36 Mod1 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk-36 Mod2 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk-39 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk-40 DST","55"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk-40 FFAR","15440"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk-41 DST","16"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk-56 Mine","46"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk-59 DST","55"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk-81","1183"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk-82","1427"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk-83","680"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","Mk-84","174"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","1","RIM-7F","72"
"CVN-68 (Nimitz) USS Nimitz 1977.514-M","2","20mm mark 244-0 ELC","2092"
"CVN-68 (Nimitz) USS Nimitz 1977.916-M","0","Fuel","7795035"
"CVN-68 (Nimitz) USS Nimitz 1977.916-M","1","20mm PGU","2637"
"CVN-68 (Nimitz) USS Nimitz 1977.916-M","1","20mm PGU-28/B","2373"
"CVN-68 (Nimitz) USS Nimitz 1977.916-M","1","300 gallon tank","156"
"CVN-68 (Nimitz) USS Nimitz 1977.916-M","1","300 gallon wing tank","40"
"CVN-68 (Nimitz) USS Nimitz 1977.916-M","1","50mm (2in) FFAR Rockets","12034"
"CVN-68 (Nimitz) USS Nimitz 1977.916-M","1","AGM-12C","12"
"CVN-68 (Nimitz) USS Nimitz 1977.916-M","1","AGM-45B","109"
