DatabaseClass text,ChildClass text,ChildCapacity numeric,LoadTime_s numeric,CycleTime_s numeric
"MD500 ASW Launcher","Mk-44","1","3600","3"
"MD500 ASW Launcher","Mk-46 LWT Mod2","1","3600","3"
"MIM-104 Patriot Launcher","MIM-104A","8","900","1"
"MIM-104 Patriot Launcher","MIM-104B","8","900","1"
"MIM-104 Patriot PAC-1 Launcher","MIM-104A","8","900","1"
"MIM-104 Patriot PAC-1 Launcher","MIM-104B","8","900","1"
"MIM-104 Patriot PAC-2 Launcher","MIM-104A","8","900","1"
"MIM-104 Patriot PAC-2 Launcher","MIM-104B","8","900","1"
"MIM-104 Patriot PAC-2 Launcher","MIM-104C","8","900","1"
"MIM-104 Patriot PAC-2 Launcher","MIM-104D","8","900","1"
"MIM-104 Patriot PAC-3 Launcher","ERINT/PAC-3","32","900","1"
"MIM-104 Patriot PAC-3 Launcher","MIM-104A","8","900","1"
"MIM-104 Patriot PAC-3 Launcher","MIM-104B","8","900","1"
"MIM-104 Patriot PAC-3 Launcher","MIM-104C","8","900","1"
"MIM-104 Patriot PAC-3 Launcher","MIM-104D","8","900","1"
"MIM-14 Nike Hercules Launcher","MIM-14A","1","120","0.2"
"MIM-14 Nike Hercules Launcher","MIM-14A(n)","1","120","0.2"
"MIM-14 Nike Hercules Launcher","MIM-14B","1","120","0.2"
"MIM-14 Nike Hercules Launcher","MIM-14B(n)","1","120","0.2"
"MIM-23 Hawk Launcher","MIM-23A","3","1500","1"
"MIM-23 I-Hawk ECCM Launcher","MIM-23A","3","1500","1"
"MIM-23 I-Hawk ECCM Launcher","MIM-23B","3","1500","1"
"MIM-23 I-Hawk ECCM Launcher","MIM-23C","3","1500","1"
"MIM-23 I-Hawk LCe Launcher","MIM-23A","3","1500","1"
"MIM-23 I-Hawk LCe Launcher","MIM-23B","3","1500","1"
"MIM-23 I-Hawk LCe Launcher","MIM-23C","3","1500","1"
"MIM-23 I-Hawk LCe Launcher","MIM-23E","3","1500","1"
"MIM-23 I-Hawk LCe Launcher","MIM-23F","3","1500","1"
"MIM-23 I-Hawk Launcher","MIM-23A","3","1500","1"
"MIM-23 I-Hawk Launcher","MIM-23B","3","1500","1"
"MIM-23 I-Hawk Phase1 Launcher","MIM-23A","3","1500","1"
"MIM-23 I-Hawk Phase1 Launcher","MIM-23B","3","1500","1"
"MIM-23 I-Hawk Phase2 Launcher","MIM-23A","3","1500","1"
"MIM-23 I-Hawk Phase2 Launcher","MIM-23B","3","1500","1"
"MIM-23 I-Hawk Phase3 Launcher","MIM-23A","3","1500","1"
"MIM-23 I-Hawk Phase3 Launcher","MIM-23B","3","1500","1"
"MIM-23 I-Hawk XXI Launcher","MIM-23A","3","1500","1"
"MIM-23 I-Hawk XXI Launcher","MIM-23B","3","1500","1"
"MIM-23 I-Hawk XXI Launcher","MIM-23C","3","1500","1"
"MIM-23 I-Hawk XXI Launcher","MIM-23E","3","1500","1"
"MIM-23 I-Hawk XXI Launcher","MIM-23F","3","1500","1"
"MIM-23 I-Hawk XXI Launcher","MIM-23G","3","1500","1"
"MIM-23 I-Hawk XXI Launcher","MIM-23H","3","1500","1"
"MIM-23 I-Hawk XXI Launcher","MIM-23K","3","1500","1"
"MIM-23 I-Hawk XXI Launcher","MIM-23L","3","1500","1"
"MIM-23 I-Hawk XXI Launcher","MIM-23M","3","1500","1"
"MIM-23 I-Hawk mTMD Launcher","MIM-23A","3","1500","1"
"MIM-23 I-Hawk mTMD Launcher","MIM-23B","3","1500","1"
"MIM-23 I-Hawk mTMD Launcher","MIM-23C","3","1500","1"
"MIM-23 I-Hawk mTMD Launcher","MIM-23E","3","1500","1"
"MIM-23 I-Hawk mTMD Launcher","MIM-23F","3","1500","1"
"MIM-23 I-Hawk mTMD Launcher","MIM-23G","3","1500","1"
"MIM-23 I-Hawk mTMD Launcher","MIM-23H","3","1500","1"
"MKU-6-5U Rotary Launcher","GB-500","36","10800","0.2"
"MKU-6-5U Rotary Launcher","KAB-1500L","12","10800","0.2"
"MKU-6-5U Rotary Launcher","Kh-15","6","10800","5"
"MKU-6-5U Rotary Launcher","Kh-15A","6","10800","5"
"MKU-6-5U Rotary Launcher","Kh-15P","6","10800","5"
"MKU-6-5U Rotary Launcher","Kh-55SE","6","10800","5"
"MM-38 Exocet Quad Launcher","MM-38 Exocet","4","0","2"
"MM-38 Exocet Twin Launcher","MM-38 Exocet","2","0","2"
"MM-40 x8 Launcher","MM-40 B3 Exocet","8","3600","2"
"MM-40 x8 Launcher","MM-40 Exocet","8","3600","2"
"MM40B1/FM51","MM-40 Exocet","4","2.5","2.5"
"MM40B1/FM52","MM-40 Exocet","5","2.5","2.5"
"MM40B1/FM53","MM-40 Exocet","6","2.5","2.5"
"MM40B1/FM54","MM-40 Exocet","7","2.5","2.5"
"MM40B3/FM51","MM-40 B3 Exocet","4","2.5","2.5"
"MM40B3/FM52","MM-40 B3 Exocet","3","2.5","2.5"
"MM40B3/FM53","MM-40 B3 Exocet","2","2.5","2.5"
"MM40B3/FM54","MM-40 B3 Exocet","1","2.5","2.5"
"Malafon Launcher","Malafon","1","360","4"
"Matra Dagaie","Dagaie","12","100","2"
"Merlin Pylon","Mk-10 DC","2","120","1"
"Merlin Pylon","Stingray","2","120","1"
"MiG-21 Fuselage","PTB-400","1","30","1"
"MiG-21 InnerPylon","FAB-100","1","180","1"
"MiG-21 InnerPylon","FAB-250","1","180","1"
"MiG-21 InnerPylon","FAB-500","1","180","1"
"MiG-21 InnerPylon","S-24B 240mm","1","180","1"
"MiG-21 Wings","R-3R","4","30","1"
"MiG-21-93 InnerPylon","FAB-100","1","180","1"
"MiG-21-93 InnerPylon","FAB-250","1","180","1"
"MiG-21-93 InnerPylon","FAB-500","1","180","1"
"MiG-21-93 InnerPylon","KAB-500Kr","1","360","1"
"MiG-21-93 InnerPylon","Kh-25MP","1","360","1"
"MiG-21-93 InnerPylon","Kh-31P","1","360","1"
"MiG-21-93 InnerPylon","Kh-66","1","240","1"
"MiG-21-93 InnerPylon","R-27RE","1","300","1"
"MiG-21-93 InnerPylon","R-27TE","1","300","1"
"MiG-21-93 InnerPylon","R-3*","1","240","1"
"MiG-21-93 InnerPylon","R-73","1","300","1"
"MiG-21-93 InnerPylon","R-77","1","300","1"
"MiG-21-93 InnerPylon","S-24B 240mm","1","180","1"
"MiG-21-93 InnerPylon","S-5K 57mm","32","240","0.1"
"MiG-21-93 InnerPylon","S-5K Rocket","32","240","0.1"
"MiG-21-93 InnerPylon","S-5M Rocket","32","240","0.1"
"MiG-21-93 OuterPylon","FAB-100","1","180","1"
"MiG-21-93 OuterPylon","FAB-250","1","180","1"
"MiG-21-93 OuterPylon","FAB-500","1","180","1"
"MiG-21-93 OuterPylon","KAB-500Kr","1","360","1"
"MiG-21-93 OuterPylon","Kh-25MP","1","360","1"
"MiG-21-93 OuterPylon","Kh-31P","1","360","1"
"MiG-21-93 OuterPylon","Kh-66","1","240","1"
"MiG-21-93 OuterPylon","PTB-400","1","180","1"
"MiG-21-93 OuterPylon","PTB-490","1","180","1"
"MiG-21-93 OuterPylon","R-27RE","1","300","1"
"MiG-21-93 OuterPylon","R-27TE","1","300","1"
"MiG-21-93 OuterPylon","R-3*","1","240","1"
"MiG-21-93 OuterPylon","R-60","2","360","1"
"MiG-21-93 OuterPylon","R-60M","2","360","1"
"MiG-21-93 OuterPylon","R-73","1","300","1"
"MiG-21-93 OuterPylon","R-77","1","300","1"
"MiG-21-93 OuterPylon","S-24B 240mm","1","180","1"
"MiG-21-93 OuterPylon","S-5K 57mm","32","240","0.1"
"MiG-21-93 OuterPylon","S-5K Rocket","32","240","0.1"
"MiG-21-93 OuterPylon","S-5M Rocket","32","240","0.1"
"MiG-21Bison InnerPylon","FAB-100","1","180","1"
"MiG-21Bison InnerPylon","FAB-250","1","180","1"
"MiG-21Bison InnerPylon","FAB-500","1","180","1"
"MiG-21Bison InnerPylon","KAB-500Kr","1","360","1"
"MiG-21Bison InnerPylon","Kh-25MP","1","360","1"
"MiG-21Bison InnerPylon","Kh-31P","1","360","1"
"MiG-21Bison InnerPylon","Kh-66","1","240","1"
"MiG-21Bison InnerPylon","R-27RE","1","300","1"
"MiG-21Bison InnerPylon","R-27TE","1","300","1"
"MiG-21Bison InnerPylon","R-3*","1","240","1"
"MiG-21Bison InnerPylon","R-73E","1","300","1"
"MiG-21Bison InnerPylon","R-77","1","300","1"
"MiG-21Bison InnerPylon","S-24B 240mm","1","180","1"
"MiG-21Bison InnerPylon","S-5K 57mm","32","240","0.1"
"MiG-21Bison InnerPylon","S-5K Rocket","32","240","0.1"
"MiG-21Bison InnerPylon","S-5M Rocket","32","240","0.1"
"MiG-21Bison OuterPylon","FAB-100","1","180","1"
"MiG-21Bison OuterPylon","FAB-250","1","180","1"
"MiG-21Bison OuterPylon","FAB-500","1","180","1"
"MiG-21Bison OuterPylon","KAB-500Kr","1","360","1"
"MiG-21Bison OuterPylon","Kh-25MP","1","360","1"
"MiG-21Bison OuterPylon","Kh-31P","1","360","1"
"MiG-21Bison OuterPylon","Kh-66","1","240","1"
"MiG-21Bison OuterPylon","PTB-400","1","180","1"
"MiG-21Bison OuterPylon","PTB-490","1","180","1"
"MiG-21Bison OuterPylon","R-27RE","1","300","1"
"MiG-21Bison OuterPylon","R-27TE","1","300","1"
"MiG-21Bison OuterPylon","R-3*","1","240","1"
"MiG-21Bison OuterPylon","R-60","2","360","1"
"MiG-21Bison OuterPylon","R-60M","2","360","1"
"MiG-21Bison OuterPylon","R-73E","1","300","1"
"MiG-21Bison OuterPylon","R-77","1","300","1"
"MiG-21Bison OuterPylon","S-24B 240mm","1","180","1"
"MiG-21Bison OuterPylon","S-5K 57mm","32","240","0.1"
"MiG-21Bison OuterPylon","S-5K Rocket","32","240","0.1"
"MiG-21Bison OuterPylon","S-5M Rocket","32","240","0.1"
"MiG-21F-13 Fuselage","PTB-400","1","180","1"
"MiG-21F-13 Fuselage","PTB-490","1","180","1"
"MiG-21F-13 InnerPylon","FAB-100","1","180","1"
"MiG-21F-13 InnerPylon","FAB-250","1","180","1"
"MiG-21F-13 InnerPylon","FAB-500","1","180","1"
"MiG-21F-13 InnerPylon","R-3S","1","240","1"
"MiG-21F-13 InnerPylon","S-24B 240mm","1","180","1"
"MiG-21F-13 InnerPylon","S-5K 57mm","16","240","0.1"
"MiG-21F-13 InnerPylon","S-5K Rocket","16","240","0.1"
"MiG-21F-13 InnerPylon","S-5M Rocket","16","240","0.1"
"MiG-21FL InnerPylon","FAB-100","1","180","1"
"MiG-21FL InnerPylon","FAB-250","1","180","1"
"MiG-21FL InnerPylon","R-3S","1","240","1"
"MiG-21FL InnerPylon","S-5K 57mm","16","240","0.1"
"MiG-21FL InnerPylon","S-5K Rocket","16","240","0.1"
"MiG-21FL InnerPylon","S-5M Rocket","16","240","0.1"
"MiG-21LanceR InnerPylon","AIM-9L","1","360","1"
"MiG-21LanceR InnerPylon","FAB-100","1","180","1"
"MiG-21LanceR InnerPylon","FAB-250","1","180","1"
"MiG-21LanceR InnerPylon","GBU-32A(v)2","1","240","1"
"MiG-21LanceR InnerPylon","GBU-32C(v)4","1","240","1"
"MiG-21LanceR InnerPylon","Kh-66","1","240","1"
"MiG-21LanceR InnerPylon","Python 3","1","360","1"
"MiG-21LanceR InnerPylon","R-60","2","360","1"
"MiG-21LanceR InnerPylon","R-60M","2","360","1"
"MiG-21LanceR InnerPylon","S-24B 240mm","1","180","1"
"MiG-21LanceR InnerPylon","S-5K 57mm","16","240","0.1"
"MiG-21LanceR InnerPylon","S-5K Rocket","16","240","0.1"
"MiG-21LanceR InnerPylon","S-5M Rocket","16","240","0.1"
"MiG-21M InnerPylon","FAB-100","1","180","1"
"MiG-21M InnerPylon","FAB-250","1","180","1"
"MiG-21M InnerPylon","FAB-500","1","180","1"
"MiG-21M InnerPylon","K-5M","1","240","1"
"MiG-21M InnerPylon","Kh-66","1","240","1"
"MiG-21M InnerPylon","R-3S","1","240","1"
"MiG-21M InnerPylon","S-24B 240mm","1","180","1"
"MiG-21M InnerPylon","S-5K 57mm","16","240","0.1"
"MiG-21M InnerPylon","S-5K Rocket","16","240","0.1"
"MiG-21M InnerPylon","S-5M Rocket","16","240","0.1"
"MiG-21M OuterPylon","FAB-100","1","180","1"
"MiG-21M OuterPylon","FAB-250","1","180","1"
"MiG-21M OuterPylon","FAB-500","1","180","1"
"MiG-21M OuterPylon","K-5M","1","240","1"
"MiG-21M OuterPylon","Kh-66","1","240","1"
"MiG-21M OuterPylon","PTB-400","1","180","1"
"MiG-21M OuterPylon","PTB-490","1","180","1"
"MiG-21M OuterPylon","R-3S","1","240","1"
"MiG-21M OuterPylon","S-24B 240mm","1","180","1"
"MiG-21M OuterPylon","S-5K 57mm","16","240","0.1"
"MiG-21M OuterPylon","S-5K Rocket","16","240","0.1"
"MiG-21M OuterPylon","S-5M Rocket","16","240","0.1"
"MiG-21MF InnerPylon","FAB-100","1","180","1"
"MiG-21MF InnerPylon","FAB-250","1","180","1"
"MiG-21MF InnerPylon","FAB-500","1","180","1"
"MiG-21MF InnerPylon","Kh-66","1","240","1"
"MiG-21MF InnerPylon","R-3S","1","240","1"
"MiG-21MF InnerPylon","S-24B 240mm","1","180","1"
"MiG-21MF InnerPylon","S-5K 57mm","16","240","0.1"
"MiG-21MF InnerPylon","S-5K Rocket","16","240","0.1"
"MiG-21MF InnerPylon","S-5M Rocket","16","240","0.1"
"MiG-21MF OuterPylon","FAB-100","1","180","1"
"MiG-21MF OuterPylon","FAB-250","1","180","1"
"MiG-21MF OuterPylon","FAB-500","1","180","1"
"MiG-21MF OuterPylon","Kh-66","1","240","1"
"MiG-21MF OuterPylon","PTB-400","1","180","1"
"MiG-21MF OuterPylon","PTB-490","1","180","1"
"MiG-21MF OuterPylon","R-3S","1","240","1"
"MiG-21MF OuterPylon","R-60","2","360","1"
"MiG-21MF OuterPylon","S-24B 240mm","1","180","1"
"MiG-21MF OuterPylon","S-5K 57mm","32","240","0.1"
"MiG-21MF OuterPylon","S-5K Rocket","32","240","0.1"
"MiG-21MF OuterPylon","S-5M Rocket","32","240","0.1"
"MiG-21PF InnerPylon","FAB-100","1","180","1"
"MiG-21PF InnerPylon","FAB-250","1","180","1"
"MiG-21PF InnerPylon","K-5M","1","240","1"
"MiG-21PF InnerPylon","R-3R","1","240","1"
"MiG-21PF InnerPylon","R-3S","1","240","1"
"MiG-21PF InnerPylon","S-24B 240mm","1","180","1"
"MiG-21PF InnerPylon","S-5K 57mm","16","240","0.1"
"MiG-21PF InnerPylon","S-5K Rocket","16","240","0.1"
"MiG-21PF InnerPylon","S-5M Rocket","16","240","0.1"
"MiG-21PFM Fuselage","23mm GSh-23 HEI","15","160","0.21667"
"MiG-21PFM Fuselage","PTB-400","1","180","1"
"MiG-21PFM Fuselage","PTB-490","1","180","1"
"MiG-21PFM InnerPylon","FAB-100","1","180","1"
"MiG-21PFM InnerPylon","FAB-250","1","180","1"
"MiG-21PFM InnerPylon","K-5M","1","240","1"
"MiG-21PFM InnerPylon","Kh-66","1","240","1"
"MiG-21PFM InnerPylon","R-3R","1","240","1"
"MiG-21PFM InnerPylon","R-3S","1","240","1"
"MiG-21PFM InnerPylon","S-24B 240mm","1","180","1"
"MiG-21PFM InnerPylon","S-5K 57mm","16","240","0.1"
"MiG-21PFM InnerPylon","S-5K Rocket","16","240","0.1"
"MiG-21PFM InnerPylon","S-5M Rocket","16","240","0.1"
"MiG-21S Fuselage","PTB-400","1","180","1"
"MiG-21S Fuselage","PTB-490","1","180","1"
"MiG-21S Fuselage","PTB-800","1","180","1"
"MiG-21S InnerPylon","FAB-100","1","180","1"
"MiG-21S InnerPylon","FAB-250","1","180","1"
"MiG-21S InnerPylon","FAB-500","1","180","1"
"MiG-21S InnerPylon","K-5M","1","240","1"
"MiG-21S InnerPylon","Kh-66","1","240","1"
"MiG-21S InnerPylon","R-3R","1","240","1"
"MiG-21S InnerPylon","R-3S","1","240","1"
"MiG-21S InnerPylon","S-24B 240mm","1","180","1"
"MiG-21S InnerPylon","S-5K 57mm","16","240","0.1"
"MiG-21S InnerPylon","S-5K Rocket","16","240","0.1"
"MiG-21S InnerPylon","S-5M Rocket","16","240","0.1"
"MiG-21S OuterPylon","FAB-100","1","180","1"
"MiG-21S OuterPylon","FAB-250","1","180","1"
"MiG-21S OuterPylon","PTB-400","1","180","1"
"MiG-21S OuterPylon","PTB-490","1","180","1"
"MiG-21S OuterPylon","R-3R","1","240","1"
"MiG-21S OuterPylon","R-3S","1","240","1"
"MiG-21S OuterPylon","S-24B 240mm","1","180","1"
"MiG-21S OuterPylon","S-5K 57mm","16","240","0.1"
"MiG-21S OuterPylon","S-5K Rocket","16","240","0.1"
"MiG-21S OuterPylon","S-5M Rocket","16","240","0.1"
"MiG-21SM InnerPylon","FAB-100","1","180","1"
"MiG-21SM InnerPylon","FAB-250","1","180","1"
"MiG-21SM InnerPylon","FAB-500","1","180","1"
"MiG-21SM InnerPylon","Kh-66","1","240","1"
"MiG-21SM InnerPylon","R-3R","1","240","1"
"MiG-21SM InnerPylon","R-3S","1","240","1"
"MiG-21SM InnerPylon","S-24B 240mm","1","180","1"
"MiG-21SM InnerPylon","S-5K 57mm","16","240","0.1"
"MiG-21SM InnerPylon","S-5K Rocket","16","240","0.1"
"MiG-21SM InnerPylon","S-5M Rocket","16","240","0.1"
"MiG-21SM OuterPylon","FAB-100","1","180","1"
"MiG-21SM OuterPylon","FAB-250","1","180","1"
"MiG-21SM OuterPylon","FAB-500","1","180","1"
"MiG-21SM OuterPylon","Kh-66","1","240","1"
"MiG-21SM OuterPylon","PTB-400","1","180","1"
"MiG-21SM OuterPylon","PTB-490","1","180","1"
"MiG-21SM OuterPylon","R-3R","1","240","1"
"MiG-21SM OuterPylon","R-3S","1","240","1"
"MiG-21SM OuterPylon","S-24B 240mm","1","180","1"
"MiG-21SM OuterPylon","S-5K 57mm","32","240","0.1"
"MiG-21SM OuterPylon","S-5K Rocket","32","240","0.1"
"MiG-21SM OuterPylon","S-5M Rocket","32","240","0.1"
"MiG-21SN Fuselage","PTB-400","1","180","1"
"MiG-21SN Fuselage","PTB-490","1","180","1"
"MiG-21SN Fuselage","PTB-800","1","180","1"
"MiG-21SN Fuselage","RN-25","1","480","1"
"MiG-21bis OuterPylon","FAB-100","1","180","1"
"MiG-21bis OuterPylon","FAB-250","1","180","1"
"MiG-21bis OuterPylon","FAB-500","1","180","1"
"MiG-21bis OuterPylon","Kh-66","1","240","1"
"MiG-21bis OuterPylon","PTB-400","1","180","1"
"MiG-21bis OuterPylon","PTB-490","1","180","1"
"MiG-21bis OuterPylon","R-3*","1","240","1"
"MiG-21bis OuterPylon","R-60","2","360","1"
"MiG-21bis OuterPylon","R-60M","2","360","1"
"MiG-21bis OuterPylon","S-24B 240mm","1","180","1"
"MiG-21bis OuterPylon","S-5K 57mm","32","240","0.1"
"MiG-21bis OuterPylon","S-5K Rocket","32","240","0.1"
"MiG-21bis OuterPylon","S-5M Rocket","32","240","0.1"
"MiG-23 Fuselage","R-23R","2","30","1"
"MiG-23 Fuselage","R-23R","2","30","1"
"MiG-23 Fuselage","R-23T","2","30","1"
"MiG-23 Fuselage","R-24R","2","30","1"
"MiG-23 Fuselage","R-3R","2","30","1"
"MiG-23 Fuselage","R-60","2","30","1"
"MiG-23 W1","R-3R","2","30","1"
"MiG-23 W1","R-60","2","30","1"
"MiG-23 W2","R-3R","2","30","1"
"MiG-23 W2","R-60","2","30","1"
"MiG-25 W1","R-40R","2","30","1"
"MiG-25 W1","R-60","2","30","1"
"MiG-25 W2","R-40R","2","30","1"
"MiG-25 W2","R-60","2","30","1"
"MiG-27 Fuselage","GB-200","12","30","0"
"MiG-27 Fuselage","GB-500","6","30","0"
"MiG-27 W1","GB-200","4","30","0"
"MiG-27 W1","GB-500","2","30","0"
"MiG-29 Centerline","1520 Liter Tank","1","30","0.2"
"MiG-29 W1","FAB-100","6","30","0.2"
"MiG-29 W1","FAB-250","4","30","0.2"
"MiG-29 W1","FAB-500","2","30","0.2"
"MiG-29 W1","R-27R","2","30","0.2"
"MiG-29 W1","R-27T","2","30","0.2"
"MiG-29 W1","R-60M","2","30","0.2"
"MiG-29 W1","R-60MK","2","30","0.2"
"MiG-29 W1","R-73","2","30","0.2"
"MiG-29 W1","R-73M","2","30","0.2"
"MiG-29 W1","R-73M2","2","30","0.2"
"MiG-29 W2","R-60M","2","30","0.2"
"MiG-29 W2","R-60MK","2","30","0.2"
"MiG-29 W2","R-73","2","30","0.2"
"MiG-29 W2","R-73M","2","30","0.2"
"MiG-29 W2","R-73M2","2","30","0.2"
"MiG-29 W3","R-60M","2","30","0.2"
"MiG-29 W3","R-60MK","2","30","0.2"
"MiG-29 W3","R-73","2","30","0.2"
"MiG-29 W3","R-73M","2","30","0.2"
"MiG-29 W3","R-73M2","2","30","0.2"
"MiG-29K Centerline","1520 Liter Tank","1","30","0.2"
"MiG-29K W1","1150 Liter Tank","2","30","0.2"
"MiG-29K W1","FAB-100","6","30","0.2"
"MiG-29K W1","FAB-250","6","30","0.2"
"MiG-29K W1","FAB-500","4","30","0.2"
"MiG-29K W1","KAB-500KRU","2","30","0.2"
"MiG-29K W1","KAB-500Kr","2","30","0.2"
"MiG-29K W1","KAB-500R","2","30","0.2"
"MiG-29K W1","Kh-25ML","2","30","1"
"MiG-29K W1","Kh-25MP","2","30","1"
"MiG-29K W1","Kh-31P","2","30","1"
"MiG-29K W1","Kh-35U","2","30","1"
"MiG-29K W1","Kh-59*","2","30","1"
"MiG-29K W1","R-27R","2","30","0.2"
"MiG-29K W1","R-27RE","2","30","0.2"
"MiG-29K W1","R-27T","2","30","0.2"
"MiG-29K W1","R-27TE","2","30","0.2"
"MiG-29K W1","R-60M","2","30","0.2"
"MiG-29K W1","R-60MK","2","30","0.2"
"MiG-29K W1","R-73","2","30","0.2"
"MiG-29K W1","R-73M","2","30","0.2"
"MiG-29K W1","R-73M2","2","30","0.2"
"MiG-29K W1","R-77","2","30","0.2"
"MiG-29K W1","R-77PL","2","30","0.2"
"MiG-29K W1","R-77T","2","30","0.2"
"MiG-29K W2","FAB-100","6","30","0.2"
"MiG-29K W2","FAB-250","6","30","0.2"
"MiG-29K W2","FAB-500","4","30","0.2"
"MiG-29K W2","KAB-500KRU","2","30","0.2"
"MiG-29K W2","KAB-500Kr","2","30","0.2"
"MiG-29K W2","KAB-500R","2","30","0.2"
"MiG-29K W2","Kh-25ML","2","30","1"
"MiG-29K W2","Kh-25MP","2","30","1"
"MiG-29K W2","Kh-31P","2","30","1"
"MiG-29K W2","Kh-35U","2","30","1"
"MiG-29K W2","Kh-59*","2","30","1"
"MiG-29K W2","R-27R","2","30","0.2"
"MiG-29K W2","R-27RE","2","30","0.2"
"MiG-29K W2","R-27T","2","30","0.2"
"MiG-29K W2","R-27TE","2","30","0.2"
"MiG-29K W2","R-60M","2","30","0.2"
"MiG-29K W2","R-60MK","2","30","0.2"
"MiG-29K W2","R-73","2","30","0.2"
"MiG-29K W2","R-73M","2","30","0.2"
"MiG-29K W2","R-73M2","2","30","0.2"
"MiG-29K W2","R-77","2","30","0.2"
"MiG-29K W2","R-77PL","2","30","0.2"
"MiG-29K W2","R-77T","2","30","0.2"
"MiG-29K W3","R-27R","2","30","0.2"
"MiG-29K W3","R-27T","2","30","0.2"
"MiG-29K W3","R-60M","2","30","0.2"
"MiG-29K W3","R-60MK","2","30","0.2"
"MiG-29K W3","R-73","2","30","0.2"
"MiG-29K W3","R-73M","2","30","0.2"
"MiG-29K W3","R-73M2","2","30","0.2"
"MiG-29K W3","R-77","2","30","0.2"
"MiG-29K W3","R-77PL","2","30","0.2"
"MiG-29K W3","R-77T","2","30","0.2"
"MiG-29K W4","R-27R","2","30","0.2"
"MiG-29K W4","R-27T","2","30","0.2"
"MiG-29K W4","R-60M","2","30","0.2"
"MiG-29K W4","R-60MK","2","30","0.2"
"MiG-29K W4","R-73","2","30","0.2"
"MiG-29K W4","R-73M","2","30","0.2"
"MiG-29K W4","R-73M2","2","30","0.2"
"MiG-29K W4","R-77","2","30","0.2"
"MiG-29K W4","R-77PL","2","30","0.2"
"MiG-29K W4","R-77T","2","30","0.2"
"MiG-29SD Centerline","1520 Liter Tank","1","30","0.2"
"MiG-29SD W1","1150 Liter Tank","2","30","0.2"
"MiG-29SD W1","FAB-100","6","30","0.2"
"MiG-29SD W1","FAB-250","4","30","0.2"
"MiG-29SD W1","FAB-500","2","30","0.2"
"MiG-29SD W1","R-27R","2","30","0.2"
"MiG-29SD W1","R-27RE","2","30","0.2"
"MiG-29SD W1","R-27T","2","30","0.2"
"MiG-29SD W1","R-27TE","2","30","0.2"
"MiG-29SD W1","R-60M","2","30","0.2"
"MiG-29SD W1","R-60MK","2","30","0.2"
"MiG-29SD W1","R-73","2","30","0.2"
"MiG-29SD W1","R-73M","2","30","0.2"
"MiG-29SD W1","R-73M2","2","30","0.2"
"MiG-29SD W1","R-77","2","30","0.2"
"MiG-29SD W1","R-77PL","2","30","0.2"
"MiG-29SD W1","R-77T","2","30","0.2"
"MiG-29SD W2","R-60M","2","30","0.2"
"MiG-29SD W2","R-60MK","2","30","0.2"
"MiG-29SD W2","R-73","2","30","0.2"
"MiG-29SD W2","R-73M","2","30","0.2"
"MiG-29SD W2","R-73M2","2","30","0.2"
"MiG-29SD W2","R-77","2","30","0.2"
"MiG-29SD W2","R-77PL","2","30","0.2"
"MiG-29SD W2","R-77T","2","30","0.2"
"MiG-29SD W3","R-60M","2","30","0.2"
"MiG-29SD W3","R-60MK","2","30","0.2"
"MiG-29SD W3","R-73","2","30","0.2"
"MiG-29SD W3","R-73M","2","30","0.2"
"MiG-29SD W3","R-73M2","2","30","0.2"
"MiG-29SD W3","R-77","2","30","0.2"
"MiG-29SD W3","R-77PL","2","30","0.2"
"MiG-29SD W3","R-77T","2","30","0.2"
"MiG-29SM Centerline","1520 Liter Tank","1","30","0.2"
"MiG-29SM W1","1150 Liter Tank","2","30","0.2"
"MiG-29SM W1","FAB-100","6","30","0.2"
"MiG-29SM W1","FAB-250","6","30","0.2"
"MiG-29SM W1","FAB-500","4","30","0.2"
"MiG-29SM W1","KAB-500KRU","2","30","0.2"
"MiG-29SM W1","KAB-500Kr","2","30","0.2"
"MiG-29SM W1","KAB-500R","2","30","0.2"
"MiG-29SM W1","R-27R","2","30","0.2"
"MiG-29SM W1","R-27RE","2","30","0.2"
"MiG-29SM W1","R-27T","2","30","0.2"
"MiG-29SM W1","R-27TE","2","30","0.2"
"MiG-29SM W1","R-60M","2","30","0.2"
"MiG-29SM W1","R-60MK","2","30","0.2"
"MiG-29SM W1","R-73","2","30","0.2"
"MiG-29SM W1","R-73M","2","30","0.2"
"MiG-29SM W1","R-73M2","2","30","0.2"
"MiG-29SM W1","R-77","2","30","0.2"
"MiG-29SM W1","R-77PL","2","30","0.2"
"MiG-29SM W1","R-77T","2","30","0.2"
"MiG-29SM W2","R-60M","2","30","0.2"
"MiG-29SM W2","R-60MK","2","30","0.2"
"MiG-29SM W2","R-73","2","30","0.2"
"MiG-29SM W2","R-73M","2","30","0.2"
"MiG-29SM W2","R-73M2","2","30","0.2"
"MiG-29SM W2","R-77","2","30","0.2"
"MiG-29SM W2","R-77PL","2","30","0.2"
"MiG-29SM W2","R-77T","2","30","0.2"
"MiG-29SM W3","R-60M","2","30","0.2"
"MiG-29SM W3","R-60MK","2","30","0.2"
"MiG-29SM W3","R-73","2","30","0.2"
"MiG-29SM W3","R-73M","2","30","0.2"
"MiG-29SM W3","R-73M2","2","30","0.2"
"MiG-29SM W3","R-77","2","30","0.2"
"MiG-29SM W3","R-77PL","2","30","0.2"
"MiG-29SM W3","R-77T","2","30","0.2"
